Sample;Assay;N;Outliers;Rejected;Total reps;Ct;Ct SD;Tm;Tm SD;Efficiency;Conc;Flags
000NTC;aadE;1;0;0;1;38.88;;72.38;;1.56;-1;
GENO;aadE;1;0;1;2;41.78;;72.82;;1.84;-1;
1;str;0;0;3;3;;;;;;-1;NotInformative
2;str;0;0;3;3;;;;;;-1;NotInformative
3;str;0;0;3;3;;;;;;-1;NotInformative
000NTC;str;0;0;1;1;;;;;;-1;NotInformative
GENO;str;0;0;2;2;;;;;;-1;NotInformative
1;strA;0;0;3;3;;;;;;-1;NotInformative
2;strA;1;0;2;3;34.26;;90.35;;1.68;-1;MultipleMeltPeaks
3;strA;0;0;3;3;;;;;;-1;NotInformative
000NTC;strA;0;0;1;1;;;;;;-1;NotInformative
GENO;strA;0;0;2;2;;;;;;-1;NotInformative
1;aac3ia;3;0;0;3;34.36;3.1;90.39;0.03;1.77;-1;
2;aac3ia;1;0;2;3;36.38;;90.19;;1.71;-1;MultipleMeltPeaks
3;aac3ia;2;1;0;3;33.84;0.88;89.87;0.63;1.84;-1;ContainsOutlierReplicateCt
000NTC;aac3ia;0;0;1;1;;;;;;-1;NotInformative
GENO;aac3ia;0;0;2;2;;;;;;-1;NotInformative
1;aph4ib;1;0;2;3;25.01;;90.49;;1.87;-1;
2;aph4ib;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
3;aph4ib;0;0;3;3;;;;;;-1;NotInformative
000NTC;aph4ib;0;0;1;1;;;;;;-1;NotInformative
GENO;aph4ib;0;0;2;2;;;;;;-1;NotInformative
1;aph3via;0;0;3;3;;;;;;-1;NotInformative
2;aph3via;0;0;3;3;;;;;;-1;NotInformative
3;aph3via;0;0;3;3;;;;;;-1;NotInformative
000NTC;aph3via;0;0;1;1;;;;;;-1;NotInformative
GENO;aph3via;0;0;2;2;;;;;;-1;NotInformative
1;aph6ic;2;0;1;3;32.99;0.01;89.84;0.23;1.64;-1;
2;aph6ic;1;0;2;3;32.78;;81.03;;1.76;-1;MultipleMeltPeaks
3;aph6ic;1;0;2;3;40.39;;79.64;;1.61;-1;MultipleMeltPeaks
000NTC;aph6ic;0;0;1;1;;;;;;-1;NotInformative
GENO;aph6ic;0;0;2;2;;;;;;-1;NotInformative
1;ArmA;0;0;3;3;;;;;;-1;NotInformative
2;ArmA;1;0;2;3;39.32;;72.39;;1.77;-1;
3;ArmA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;ArmA;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;ArmA;1;0;1;2;40.04;;72.23;;1.89;-1;
1;spcN;1;0;2;3;36.01;;84.81;;1.65;-1;
2;spcN;2;0;1;3;29.25;4.37;86.03;5.63;1.84;-1;
3;spcN;3;0;0;3;32.2;3.15;87.03;0.39;1.78;-1;
000NTC;spcN;0;0;1;1;;;;;;-1;NotInformative
GENO;spcN;0;0;2;2;;;;;;-1;NotInformative
1;spec_aph;0;0;3;3;;;;;;-1;NotInformative
2;spec_aph;0;0;3;3;;;;;;-1;NotInformative
3;spec_aph;0;0;3;3;;;;;;-1;NotInformative
000NTC;spec_aph;0;0;1;1;;;;;;-1;NotInformative
GENO;spec_aph;1;0;1;2;43.52;;75.03;;1.72;-1;
1;aac(3)-ib;1;0;2;3;35.54;;89.5;;1.78;-1;
2;aac(3)-ib;0;0;3;3;;;;;;-1;NotInformative
3;aac(3)-ib;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;aac(3)-ib;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(3)-ib;0;0;2;2;;;;;;-1;NotInformative
1;aac(3)-id_ie;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
2;aac(3)-id_ie;0;0;3;3;;;;;;-1;NotInformative
3;aac(3)-id_ie;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(3)-id_ie;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(3)-id_ie;0;0;2;2;;;;;;-1;NotInformative
1;aac(3)-iid_iii_iif_iia_iie;1;0;2;3;36.25;;78.14;;1.5;-1;
2;aac(3)-iid_iii_iif_iia_iie;1;0;2;3;39;;77.41;;1.49;-1;
3;aac(3)-iid_iii_iif_iia_iie;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(3)-iid_iii_iif_iia_iie;1;0;0;1;31.94;;81.16;;1.78;-1;
GENO;aac(3)-iid_iii_iif_iia_iie;1;0;1;2;35.47;;77.43;;1.34;-1;
1;aac(3)-xaa;2;0;1;3;35.61;0.98;78.46;0.4;1.7;-1;
2;aac(3)-xaa;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
3;aac(3)-xaa;3;0;0;3;36.03;3.84;90.15;0.22;1.61;-1;
000NTC;aac(3)-xaa;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(3)-xaa;0;0;2;2;;;;;;-1;NotInformative
1;Aac6-Aph2;0;0;3;3;;;;;;-1;NotInformative
2;Aac6-Aph2;0;0;3;3;;;;;;-1;NotInformative
3;Aac6-Aph2;0;0;3;3;;;;;;-1;NotInformative
000NTC;Aac6-Aph2;0;0;1;1;;;;;;-1;NotInformative
GENO;Aac6-Aph2;0;0;2;2;;;;;;-1;NotInformative
1;aac(6)-ig;3;0;0;3;31.01;1.42;76;0.09;1.82;-1;
2;aac(6)-ig;3;0;0;3;33.01;2.87;75.89;0.35;1.8;-1;
3;aac(6)-ig;3;0;0;3;32.48;0.95;75.83;0.11;1.82;-1;
000NTC;aac(6)-ig;1;0;0;1;30.24;;75.71;;1.83;-1;
GENO;aac(6)-ig;2;0;0;2;31.79;0.28;76.83;1.38;1.87;-1;
1;aac(6)-iic;1;0;2;3;41.29;;89.12;;1.54;-1;
2;aac(6)-iic;0;0;3;3;;;;;;-1;NotInformative
3;aac(6)-iic;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6)-iic;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-iic;0;0;2;2;;;;;;-1;NotInformative
1;aac(6)-ij;0;0;3;3;;;;;;-1;NotInformative
2;aac(6)-ij;0;0;3;3;;;;;;-1;NotInformative
3;aac(6)-ij;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6)-ij;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-ij;0;0;2;2;;;;;;-1;NotInformative
1;aac(6)-im;1;0;2;3;41.47;;87.37;;1.83;-1;
2;aac(6)-im;2;0;1;3;38.69;1.4;88.17;0.68;1.8;-1;
3;aac(6)-im;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6)-im;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-im;0;0;2;2;;;;;;-1;NotInformative
1;aac(6)-ir;2;0;1;3;33.67;0.58;89.28;0.26;1.9;-1;MultipleMeltPeaks
2;aac(6)-ir;1;0;2;3;35.48;;86.4;;1.74;-1;MultipleMeltPeaks
3;aac(6)-ir;3;0;0;3;33.33;2.19;87.9;0.31;1.85;-1;
000NTC;aac(6)-ir;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-ir;0;0;2;2;;;;;;-1;NotInformative
1;aac(6)-is_iu_ix;1;0;2;3;34.43;;89.64;;1.75;-1;MultipleMeltPeaks
2;aac(6)-is_iu_ix;1;0;2;3;39.49;;86.51;;1.7;-1;MultipleMeltPeaks
3;aac(6)-is_iu_ix;2;0;1;3;36.13;0.18;88.2;0.4;1.72;-1;MultipleMeltPeaks
000NTC;aac(6)-is_iu_ix;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;aac(6)-is_iu_ix;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
1;aac(6)-iv_ih;1;0;2;3;33.89;;82.73;;1.93;-1;
2;aac(6)-iv_ih;0;0;3;3;;;;;;-1;NotInformative
3;aac(6)-iv_ih;1;0;2;3;41.6;;89.58;;1.77;-1;
000NTC;aac(6)-iv_ih;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-iv_ih;0;0;2;2;;;;;;-1;NotInformative
1;aac(6)-iw;0;0;3;3;;;;;;-1;NotInformative
2;aac(6)-iw;1;0;2;3;40.82;;75.93;;1.95;-1;
3;aac(6)-iw;1;0;2;3;42.72;;75.28;;1.99;-1;
000NTC;aac(6)-iw;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-iw;0;0;2;2;;;;;;-1;NotInformative
1;aac(6)-iz;1;0;2;3;33.1;;80.08;;1.68;-1;MultipleMeltPeaks
2;aac(6)-iz;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
3;aac(6)-iz;1;0;2;3;42.79;;92.34;;1.77;-1;
000NTC;aac(6)-iz;1;0;0;1;37.09;;73.46;;1.35;-1;
GENO;aac(6)-iz;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
1;aacA43;0;0;3;3;;;;;;-1;NotInformative
2;aacA43;1;0;2;3;40.13;;73.54;;1.8;-1;
3;aacA43;1;0;2;3;37.33;;88.69;;1.68;-1;
000NTC;aacA43;0;0;1;1;;;;;;-1;NotInformative
GENO;aacA43;0;0;2;2;;;;;;-1;NotInformative
1;aadA6;0;0;3;3;;;;;;-1;NotInformative
2;aadA6;0;0;3;3;;;;;;-1;NotInformative
3;aadA6;0;0;3;3;;;;;;-1;NotInformative
000NTC;aadA6;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA6;0;0;2;2;;;;;;-1;NotInformative
1;aadA7;3;0;0;3;19.64;0.56;89.98;0.15;1.89;-1;
2;aadA7;2;1;0;3;21.06;0.24;90.13;0.49;2.04;-1;ContainsOutlierReplicateCt
3;aadA7;3;0;0;3;21.15;1.47;89.53;0.92;2.04;-1;
000NTC;aadA7;1;0;0;1;34.86;;72.51;;1.42;-1;
GENO;aadA7;2;0;0;2;34.72;0.59;72.49;0.12;1.45;-1;
1;aadA10;1;0;2;3;35;;92.39;;1.81;-1;MultipleMeltPeaks
2;aadA10;0;0;3;3;;;;;;-1;NotInformative
3;aadA10;1;0;2;3;35.23;;88.63;;1.82;-1;MultipleMeltPeaks
000NTC;aadA10;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA10;0;0;2;2;;;;;;-1;NotInformative
1;aadA16;2;0;1;3;25.77;0.2;90.2;0.01;1.82;-1;MultipleMeltPeaks
2;aadA16;2;0;1;3;27.57;0.2;90.78;0.06;1.81;-1;MultipleMeltPeaks
3;aadA16;2;0;1;3;27.16;1.23;90.69;0.38;1.84;-1;MultipleMeltPeaks
000NTC;aadA16;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA16;0;0;2;2;;;;;;-1;NotInformative
1;aadA17;2;0;1;3;29.03;2.57;87.3;1.38;1.76;-1;MultipleMeltPeaks
2;aadA17;1;0;2;3;36.49;;88.31;;1.36;-1;
3;aadA17;2;0;1;3;35.61;0.33;83.64;0.04;1.73;-1;MultipleMeltPeaks
000NTC;aadA17;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA17;0;0;2;2;;;;;;-1;NotInformative
1;aadB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
2;aadB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
3;aadB;2;0;1;3;29.36;1.12;90.04;1.23;1.9;-1;MultipleMeltPeaks
000NTC;aadB;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;aadB;2;0;0;2;38.5;1.91;82.38;0.14;1.69;-1;
1;ant4-ib;1;0;2;3;36.42;;88.04;;1.85;-1;MultipleMeltPeaks
2;ant4-ib;2;0;1;3;40.4;0.99;77.8;0.26;1.92;-1;
3;ant4-ib;1;0;2;3;40.12;;78.63;;1.83;-1;MultipleMeltPeaks
000NTC;ant4-ib;0;0;1;1;;;;;;-1;NotInformative
GENO;ant4-ib;0;0;2;2;;;;;;-1;NotInformative
1;ant6-ia;2;0;1;3;32.11;1.79;89.39;0.69;1.81;-1;MultipleMeltPeaks
2;ant6-ia;2;0;1;3;30.62;1.47;90.53;0.15;1.87;-1;MultipleMeltPeaks
3;ant6-ia;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;ant6-ia;0;0;1;1;;;;;;-1;NotInformative
GENO;ant6-ia;0;0;2;2;;;;;;-1;NotInformative
1;aph3-ib;1;0;2;3;22.97;;90.41;;1.86;-1;MultipleMeltPeaks
2;aph3-ib;2;0;1;3;28;3.52;90.19;1.74;1.79;-1;MultipleMeltPeaks
3;aph3-ib;3;0;0;3;29.5;1.31;91.09;0.9;1.89;-1;
000NTC;aph3-ib;0;0;1;1;;;;;;-1;NotInformative
GENO;aph3-ib;1;0;1;2;43.46;;76.09;;1.91;-1;MultipleMeltPeaks
1;aph3-viia;2;0;1;3;41.57;1.64;80.61;8.14;1.76;-1;
2;aph3-viia;1;0;2;3;33.83;;76.68;;1.92;-1;
3;aph3-viia;1;0;2;3;35.69;;76.22;;1.87;-1;
000NTC;aph3-viia;0;0;1;1;;;;;;-1;NotInformative
GENO;aph3-viia;0;0;2;2;;;;;;-1;NotInformative
1;aph4-ia;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
2;aph4-ia;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
3;aph4-ia;0;0;3;3;;;;;;-1;NotInformative
000NTC;aph4-ia;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;aph4-ia;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
1;aph(3'')-ia;0;0;3;3;;;;;;-1;NotInformative
2;aph(3'')-ia;0;0;3;3;;;;;;-1;NotInformative
3;aph(3'')-ia;0;0;3;3;;;;;;-1;NotInformative
000NTC;aph(3'')-ia;0;0;1;1;;;;;;-1;NotInformative
GENO;aph(3'')-ia;0;0;2;2;;;;;;-1;NotInformative
1;apmA;0;0;3;3;;;;;;-1;NotInformative
2;apmA;0;0;3;3;;;;;;-1;NotInformative
3;apmA;0;0;3;3;;;;;;-1;NotInformative
000NTC;apmA;0;0;1;1;;;;;;-1;NotInformative
GENO;apmA;0;0;2;2;;;;;;-1;NotInformative
1;aph_viii;0;0;3;3;;;;;;-1;NotInformative
2;aph_viii;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
3;aph_viii;0;0;3;3;;;;;;-1;NotInformative
000NTC;aph_viii;0;0;1;1;;;;;;-1;NotInformative
GENO;aph_viii;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
1;acc3-iva;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
2;acc3-iva;1;0;2;3;33.47;;78.96;;1.86;-1;MultipleMeltPeaks
3;acc3-iva;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;acc3-iva;1;0;0;1;32.91;;81.99;;1.84;-1;
GENO;acc3-iva;1;0;1;2;27.67;;81.21;;1.91;-1;MultipleMeltPeaks
1;aac(6')I1;0;0;3;3;;;;;;-1;NotInformative
2;aac(6')I1;0;0;3;3;;;;;;-1;NotInformative
3;aac(6')I1;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6')I1;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6')I1;0;0;2;2;;;;;;-1;NotInformative
1;aac(6')-Iy;0;0;3;3;;;;;;-1;NotInformative
2;aac(6')-Iy;0;0;3;3;;;;;;-1;NotInformative
3;aac(6')-Iy;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6')-Iy;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6')-Iy;0;0;2;2;;;;;;-1;NotInformative
1;aph6ia;1;0;2;3;31.57;;80.26;;1.57;-1;MultipleMeltPeaks
2;aph6ia;1;0;2;3;28.71;;83.1;;1.75;-1;MultipleMeltPeaks
3;aph6ia;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;aph6ia;1;0;0;1;28.83;;80.84;;1.86;-1;
GENO;aph6ia;2;0;0;2;33.89;6.15;80.23;0.93;1.74;-1;
1;aac3-Via;3;0;0;3;21.56;1.31;88.53;0.1;2.01;-1;
2;aac3-Via;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
3;aac3-Via;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;aac3-Via;1;0;0;1;40.77;;78.71;;1.89;-1;
GENO;aac3-Via;1;0;1;2;40.6;;79.68;;1.8;-1;
1;aph3-III;0;0;3;3;;;;;;-1;NotInformative
2;aph3-III;0;0;3;3;;;;;;-1;NotInformative
3;aph3-III;0;0;3;3;;;;;;-1;NotInformative
000NTC;aph3-III;0;0;1;1;;;;;;-1;NotInformative
GENO;aph3-III;0;0;2;2;;;;;;-1;NotInformative
1;ant6-ib;1;0;2;3;35.54;;90.62;;1.71;-1;
2;ant6-ib;0;0;3;3;;;;;;-1;NotInformative
3;ant6-ib;0;0;3;3;;;;;;-1;NotInformative
000NTC;ant6-ib;0;0;1;1;;;;;;-1;NotInformative
GENO;ant6-ib;0;0;2;2;;;;;;-1;NotInformative
1;aac(3)-Xab;0;0;3;3;;;;;;-1;NotInformative
2;aac(3)-Xab;1;0;2;3;40.11;;81.3;;1.66;-1;
3;aac(3)-Xab;1;0;2;3;37.54;;83.27;;1.38;-1;
000NTC;aac(3)-Xab;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(3)-Xab;0;0;2;2;;;;;;-1;NotInformative
1;catB3;1;0;2;3;42.77;;90.34;;1.83;-1;
2;catB3;0;0;3;3;;;;;;-1;NotInformative
3;catB3;2;0;1;3;38.07;6.18;87.03;0.26;1.94;-1;
000NTC;catB3;0;0;1;1;;;;;;-1;NotInformative
GENO;catB3;0;0;2;2;;;;;;-1;NotInformative
1;catB8;0;0;3;3;;;;;;-1;NotInformative
2;catB8;0;0;3;3;;;;;;-1;NotInformative
3;catB8;0;0;3;3;;;;;;-1;NotInformative
000NTC;catB8;0;0;1;1;;;;;;-1;NotInformative
GENO;catB8;0;0;2;2;;;;;;-1;NotInformative
1;ceoA;2;0;1;3;29.92;0.2;86.13;3.16;1.71;-1;MultipleMeltPeaks
2;ceoA;2;0;1;3;29.87;5.29;88.73;1.44;1.87;-1;
3;ceoA;3;0;0;3;30.84;4.84;89.31;1.16;1.97;-1;
000NTC;ceoA;0;0;1;1;;;;;;-1;NotInformative
GENO;ceoA;0;0;2;2;;;;;;-1;NotInformative
1;cmlA1;2;0;1;3;28.63;1.07;90.5;0.69;1.86;-1;MultipleMeltPeaks
2;cmlA1;2;0;1;3;30.55;0.7;89.48;0.5;1.87;-1;MultipleMeltPeaks
3;cmlA1;2;1;0;3;29.9;0.07;91.05;0.02;1.85;-1;ContainsOutlierReplicateCt
000NTC;cmlA1;1;0;0;1;44.39;;76.05;;1.71;-1;
GENO;cmlA1;1;0;1;2;42.58;;76.13;;1.74;-1;MultipleMeltPeaks
1;cmx(A);3;0;0;3;33.67;1.61;88.59;0.28;1.9;-1;
2;cmx(A);2;0;1;3;37.47;2.08;82.04;6.1;1.6;-1;MultipleMeltPeaks
3;cmx(A);2;1;0;3;40.36;0.6;82.74;7.23;1.69;-1;ContainsOutlierReplicateCt
000NTC;cmx(A);0;0;1;1;;;;;;-1;NotInformative
GENO;cmx(A);0;0;2;2;;;;;;-1;NotInformative
1;catA1;0;0;3;3;;;;;;-1;NotInformative
2;catA1;0;0;3;3;;;;;;-1;NotInformative
3;catA1;0;0;3;3;;;;;;-1;NotInformative
000NTC;catA1;0;0;1;1;;;;;;-1;NotInformative
GENO;catA1;0;0;2;2;;;;;;-1;NotInformative
1;qnrB-bob_resign;2;0;1;3;37.27;3.61;86.11;0.83;1.74;-1;
2;qnrB-bob_resign;0;0;3;3;;;;;;-1;NotInformative
3;qnrB-bob_resign;0;0;3;3;;;;;;-1;NotInformative
000NTC;qnrB-bob_resign;0;0;1;1;;;;;;-1;NotInformative
GENO;qnrB-bob_resign;0;0;2;2;;;;;;-1;NotInformative
1;cmlA5;2;0;1;3;33.41;0.81;90.7;1.77;1.8;-1;MultipleMeltPeaks
2;cmlA5;2;0;1;3;40.08;1.79;89.42;0.82;1.72;-1;MultipleMeltPeaks
3;cmlA5;2;0;1;3;33.3;0.45;90.19;0.34;1.71;-1;
000NTC;cmlA5;0;0;1;1;;;;;;-1;NotInformative
GENO;cmlA5;0;0;2;2;;;;;;-1;NotInformative
1;floR;2;0;1;3;39.93;2.71;89.4;3.01;1.87;-1;
2;floR;1;0;2;3;38.85;;89.89;;1.74;-1;MultipleMeltPeaks
3;floR;2;0;1;3;39.42;2.99;86.68;0.02;1.77;-1;MultipleMeltPeaks
000NTC;floR;0;0;1;1;;;;;;-1;NotInformative
GENO;floR;0;0;2;2;;;;;;-1;NotInformative
1;vanC;1;0;2;3;36.85;;88.67;;1.8;-1;MultipleMeltPeaks
2;vanC;1;0;2;3;37.44;;87.24;;1.82;-1;MultipleMeltPeaks
3;vanC;2;0;1;3;40.55;0.13;87.29;1.2;1.73;-1;
000NTC;vanC;0;0;1;1;;;;;;-1;NotInformative
GENO;vanC;0;0;2;2;;;;;;-1;NotInformative
1;VanB;1;0;2;3;32.98;;85.77;;1.7;-1;MultipleMeltPeaks
2;VanB;3;0;0;3;34.78;3.03;88.78;1.3;1.7;-1;
3;VanB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;VanB;0;0;1;1;;;;;;-1;NotInformative
GENO;VanB;0;0;2;2;;;;;;-1;NotInformative
1;vanD;0;0;3;3;;;;;;-1;NotInformative
2;vanD;0;0;3;3;;;;;;-1;NotInformative
3;vanD;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanD;0;0;1;1;;;;;;-1;NotInformative
GENO;vanD;0;0;2;2;;;;;;-1;NotInformative
1;vanHD;0;0;3;3;;;;;;-1;NotInformative
2;vanHD;0;0;3;3;;;;;;-1;NotInformative
3;vanHD;2;0;1;3;38.19;6.34;87.87;0.29;1.94;-1;
000NTC;vanHD;0;0;1;1;;;;;;-1;NotInformative
GENO;vanHD;0;0;2;2;;;;;;-1;NotInformative
1;vanHB;1;0;2;3;29.67;;88.48;;1.94;-1;MultipleMeltPeaks
2;vanHB;2;0;1;3;31.79;3.4;90.12;1.81;1.9;-1;MultipleMeltPeaks
3;vanHB;1;0;2;3;32.31;;89.74;;1.89;-1;MultipleMeltPeaks
000NTC;vanHB;1;0;0;1;38.82;;78.19;;1.87;-1;
GENO;vanHB;0;0;2;2;;;;;;-1;NotInformative
1;vanRA;0;0;3;3;;;;;;-1;NotInformative
2;vanRA;0;0;3;3;;;;;;-1;NotInformative
