Sample;Assay;N;Outliers;Rejected;Total reps;Ct;Ct SD;Tm;Tm SD;Efficiency;Conc;Flags
18;ArmA;1;0;2;3;36.58;;87.8;;1.84;-1;MultipleMeltPeaks
000NTC;ArmA;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;ArmA;2;0;0;2;37.43;1;73.39;0.13;1.88;-1;
16;spcN;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
17;spcN;1;0;2;3;25.57;;91.07;;1.95;-1;MultipleMeltPeaks
18;spcN;1;0;2;3;25.3;;90.99;;1.95;-1;MultipleMeltPeaks
000NTC;spcN;0;0;1;1;;;;;;-1;NotInformative
GENO;spcN;0;0;2;2;;;;;;-1;NotInformative
16;spec_aph;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
17;spec_aph;0;0;3;3;;;;;;-1;NotInformative
18;spec_aph;2;0;1;3;35.17;2.15;90.15;0.94;1.86;-1;
000NTC;spec_aph;0;0;1;1;;;;;;-1;NotInformative
GENO;spec_aph;0;0;2;2;;;;;;-1;NotInformative
16;aac(3)-ib;2;0;1;3;29.63;1.03;90.71;0.54;1.84;-1;MultipleMeltPeaks
17;aac(3)-ib;3;0;0;3;29.77;1.3;90.87;0.05;1.86;-1;
18;aac(3)-ib;2;0;1;3;33.44;3.19;90.02;0.24;1.81;-1;MultipleMeltPeaks
000NTC;aac(3)-ib;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(3)-ib;0;0;2;2;;;;;;-1;NotInformative
16;aac(3)-id_ie;2;0;1;3;38.43;0.74;87.61;4.65;1.94;-1;MultipleMeltPeaks
17;aac(3)-id_ie;2;0;1;3;40.18;1.7;83.77;1.82;1.75;-1;MultipleMeltPeaks
18;aac(3)-id_ie;2;0;1;3;38.26;1.68;82.5;0.02;1.87;-1;
000NTC;aac(3)-id_ie;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(3)-id_ie;0;0;2;2;;;;;;-1;NotInformative
16;aac(3)-iid_iii_iif_iia_iie;3;0;0;3;27.61;1.32;89.73;0.93;1.81;-1;
17;aac(3)-iid_iii_iif_iia_iie;2;0;1;3;27.03;1.24;89.12;0.04;1.79;-1;MultipleMeltPeaks
18;aac(3)-iid_iii_iif_iia_iie;2;1;0;3;29.63;0.03;88.01;1.8;1.52;-1;ContainsOutlierReplicateCt
000NTC;aac(3)-iid_iii_iif_iia_iie;1;0;0;1;29.73;;81.47;;1.83;-1;
GENO;aac(3)-iid_iii_iif_iia_iie;2;0;0;2;37.12;1.62;79.94;1.47;1.81;-1;
16;aac(3)-xaa;3;0;0;3;32.56;2.2;90.36;0.3;1.77;-1;
17;aac(3)-xaa;2;0;1;3;33;1.4;84.14;0.11;1.75;-1;MultipleMeltPeaks
18;aac(3)-xaa;2;0;1;3;31.09;2.47;88.82;0.02;1.54;-1;MultipleMeltPeaks
000NTC;aac(3)-xaa;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;aac(3)-xaa;0;0;2;2;;;;;;-1;NotInformative
16;Aac6-Aph2;0;0;3;3;;;;;;-1;NotInformative
17;Aac6-Aph2;0;0;3;3;;;;;;-1;NotInformative
18;Aac6-Aph2;0;0;3;3;;;;;;-1;NotInformative
000NTC;Aac6-Aph2;0;0;1;1;;;;;;-1;NotInformative
GENO;Aac6-Aph2;0;0;2;2;;;;;;-1;NotInformative
16;aac(6)-ig;3;0;0;3;31.21;1.58;76.57;0.13;1.8;-1;
17;aac(6)-ig;2;1;0;3;30.84;0.35;76.55;0.08;1.79;-1;ContainsOutlierReplicateCt
18;aac(6)-ig;2;1;0;3;31.4;0.05;76.54;0.01;1.78;-1;ContainsOutlierReplicateCt
000NTC;aac(6)-ig;1;0;0;1;28.74;;76.39;;1.85;-1;
GENO;aac(6)-ig;2;0;0;2;30.75;1.85;76.28;0.18;1.79;-1;
16;aac(6)-iic;2;0;1;3;30.66;0.46;90.42;0.15;1.81;-1;MultipleMeltPeaks
17;aac(6)-iic;2;0;1;3;30.33;0.91;91.01;1.19;1.81;-1;MultipleMeltPeaks
18;aac(6)-iic;3;0;0;3;32.86;2.08;91.51;0.56;1.8;-1;
000NTC;aac(6)-iic;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-iic;0;0;2;2;;;;;;-1;NotInformative
16;aac(6)-ij;0;0;3;3;;;;;;-1;NotInformative
17;aac(6)-ij;0;0;3;3;;;;;;-1;NotInformative
18;aac(6)-ij;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6)-ij;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-ij;0;0;2;2;;;;;;-1;NotInformative
16;aac(6)-im;0;0;3;3;;;;;;-1;NotInformative
17;aac(6)-im;0;0;3;3;;;;;;-1;NotInformative
18;aac(6)-im;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6)-im;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-im;0;0;2;2;;;;;;-1;NotInformative
16;aac(6)-ir;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
17;aac(6)-ir;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
18;aac(6)-ir;1;0;2;3;31.15;;88.64;;1.86;-1;MultipleMeltPeaks
000NTC;aac(6)-ir;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-ir;1;0;1;2;42.08;;77.21;;1.82;-1;
16;aac(6)-is_iu_ix;2;0;1;3;31.48;1.1;86.73;0.07;1.85;-1;MultipleMeltPeaks
17;aac(6)-is_iu_ix;1;0;2;3;32.23;;85.67;;1.82;-1;MultipleMeltPeaks
18;aac(6)-is_iu_ix;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;aac(6)-is_iu_ix;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;aac(6)-is_iu_ix;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
16;aac(6)-iv_ih;3;0;0;3;32.34;0.98;90.44;0.76;1.97;-1;
17;aac(6)-iv_ih;3;0;0;3;32.62;1.47;90.6;0.59;1.93;-1;
18;aac(6)-iv_ih;2;1;0;3;31.02;0.11;90.34;1.68;1.99;-1;ContainsOutlierReplicateCt
000NTC;aac(6)-iv_ih;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-iv_ih;0;0;2;2;;;;;;-1;NotInformative
16;aac(6)-iw;0;0;3;3;;;;;;-1;NotInformative
17;aac(6)-iw;0;0;3;3;;;;;;-1;NotInformative
18;aac(6)-iw;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6)-iw;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-iw;0;0;2;2;;;;;;-1;NotInformative
16;aac(6)-iz;1;0;2;3;30.09;;90.9;;1.78;-1;MultipleMeltPeaks
17;aac(6)-iz;2;0;1;3;30.42;0.88;87.68;0.21;1.74;-1;MultipleMeltPeaks
18;aac(6)-iz;1;0;2;3;40.41;;89.92;;1.74;-1;MultipleMeltPeaks
000NTC;aac(6)-iz;1;0;0;1;30.85;;74.44;;1.44;-1;
GENO;aac(6)-iz;1;0;1;2;36.69;;73.28;;1.31;-1;
16;aacA43;0;0;3;3;;;;;;-1;NotInformative
17;aacA43;0;0;3;3;;;;;;-1;NotInformative
18;aacA43;2;0;1;3;32.69;4.98;75.48;0.12;1.86;-1;
000NTC;aacA43;0;0;1;1;;;;;;-1;NotInformative
GENO;aacA43;1;0;1;2;34.77;;75.7;;1.74;-1;
16;aadA6;2;0;1;3;37.25;4.17;86.28;0.33;1.89;-1;MultipleMeltPeaks
17;aadA6;2;0;1;3;35.08;2.77;90.5;1.73;1.83;-1;
18;aadA6;1;0;2;3;30.26;;89.82;;1.89;-1;MultipleMeltPeaks
000NTC;aadA6;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA6;0;0;2;2;;;;;;-1;NotInformative
16;aadA7;1;0;2;3;26.04;;89.65;;2.03;-1;MultipleMeltPeaks
17;aadA7;3;0;0;3;23.22;0.49;90.45;0.23;2.07;-1;
18;aadA7;2;0;1;3;21.86;0.06;89.76;0.61;2.02;-1;
000NTC;aadA7;1;0;0;1;38.9;;71.94;;1.65;-1;
GENO;aadA7;2;0;0;2;38.51;0.92;71.55;0.4;1.49;-1;
16;aadA10;2;0;1;3;32.79;0.02;91.46;0.47;1.87;-1;MultipleMeltPeaks
17;aadA10;2;1;0;3;31.36;0.02;92.37;0.2;1.86;-1;ContainsOutlierReplicateCt
18;aadA10;2;0;1;3;34.46;2.09;90.98;1.76;1.81;-1;MultipleMeltPeaks
000NTC;aadA10;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA10;0;0;2;2;;;;;;-1;NotInformative
16;aadA16;2;0;1;3;28.46;0.03;90.79;0.39;1.92;-1;MultipleMeltPeaks
17;aadA16;3;0;0;3;25.69;0.8;91.93;0.04;1.88;-1;
18;aadA16;2;1;0;3;27.92;0.09;91.21;0.43;1.97;-1;ContainsOutlierReplicateCt
000NTC;aadA16;1;0;0;1;39.53;;78.44;;1.91;-1;
GENO;aadA16;0;0;2;2;;;;;;-1;NotInformative
16;aadA17;2;0;1;3;24.38;4.76;90.76;2.24;1.86;-1;MultipleMeltPeaks
17;aadA17;1;0;2;3;26.4;;91.42;;2.01;-1;MultipleMeltPeaks
18;aadA17;2;1;0;3;34.03;0.11;88.92;0.65;1.65;-1;ContainsOutlierReplicateCt
000NTC;aadA17;1;0;0;1;39.62;;89.24;;1.82;-1;
GENO;aadA17;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
16;aadB;1;0;2;3;28.48;;90.4;;1.94;-1;MultipleMeltPeaks
17;aadB;3;0;0;3;28.05;0.89;90.94;0.69;1.94;-1;
18;aadB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;aadB;0;0;1;1;;;;;;-1;NotInformative
GENO;aadB;2;0;0;2;37.33;1.17;80.52;0.23;1.78;-1;
16;ant4-ib;2;0;1;3;34.26;1.98;90.12;0.47;1.96;-1;MultipleMeltPeaks
17;ant4-ib;2;0;1;3;34.78;3.19;87.56;0.32;1.87;-1;MultipleMeltPeaks
18;ant4-ib;1;0;2;3;36.82;;88.83;;1.58;-1;
000NTC;ant4-ib;0;0;1;1;;;;;;-1;NotInformative
GENO;ant4-ib;0;0;2;2;;;;;;-1;NotInformative
16;ant6-ia;1;0;2;3;30.76;;91.78;;1.86;-1;MultipleMeltPeaks
17;ant6-ia;1;0;2;3;28.87;;92.72;;1.96;-1;MultipleMeltPeaks
18;ant6-ia;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;ant6-ia;0;0;1;1;;;;;;-1;NotInformative
GENO;ant6-ia;0;0;2;2;;;;;;-1;NotInformative
16;aph3-ib;3;0;0;3;29.42;1.2;91.14;0.18;1.89;-1;
17;aph3-ib;3;0;0;3;26.7;0.51;91.52;0.09;1.91;-1;
18;aph3-ib;2;0;1;3;25.11;0.29;90.23;0.27;1.84;-1;MultipleMeltPeaks
000NTC;aph3-ib;0;0;1;1;;;;;;-1;NotInformative
GENO;aph3-ib;0;0;2;2;;;;;;-1;NotInformative
16;aph3-viia;0;0;3;3;;;;;;-1;NotInformative
17;aph3-viia;1;0;2;3;38.2;;76.28;;1.87;-1;
18;aph3-viia;0;0;3;3;;;;;;-1;NotInformative
000NTC;aph3-viia;0;0;1;1;;;;;;-1;NotInformative
GENO;aph3-viia;0;0;2;2;;;;;;-1;NotInformative
16;aph4-ia;2;0;1;3;36.85;0.08;89.99;2.4;1.56;-1;MultipleMeltPeaks
17;aph4-ia;1;0;2;3;34.48;;76.9;;1.53;-1;MultipleMeltPeaks
18;aph4-ia;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;aph4-ia;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;aph4-ia;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
16;aph(3'')-ia;1;0;2;3;39.57;;89.6;;1.75;-1;MultipleMeltPeaks
17;aph(3'')-ia;3;0;0;3;39.96;3.04;87.97;0.57;1.71;-1;
18;aph(3'')-ia;1;0;2;3;40.59;;90.42;;1.68;-1;
000NTC;aph(3'')-ia;0;0;1;1;;;;;;-1;NotInformative
GENO;aph(3'')-ia;0;0;2;2;;;;;;-1;NotInformative
16;apmA;0;0;3;3;;;;;;-1;NotInformative
17;apmA;0;0;3;3;;;;;;-1;NotInformative
18;apmA;0;0;3;3;;;;;;-1;NotInformative
000NTC;apmA;0;0;1;1;;;;;;-1;NotInformative
GENO;apmA;0;0;2;2;;;;;;-1;NotInformative
16;aph_viii;3;0;0;3;34.73;2.53;87.24;3.91;1.89;-1;
17;aph_viii;1;0;2;3;33.45;;89.47;;1.88;-1;MultipleMeltPeaks
18;aph_viii;2;0;1;3;35.65;6.46;82.74;9.96;1.78;-1;
000NTC;aph_viii;0;0;1;1;;;;;;-1;NotInformative
GENO;aph_viii;0;0;2;2;;;;;;-1;NotInformative
16;acc3-iva;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
17;acc3-iva;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
18;acc3-iva;2;0;1;3;31.86;0.68;84.4;1.75;1.76;-1;MultipleMeltPeaks
000NTC;acc3-iva;1;0;0;1;33.39;;80.98;;1.82;-1;
GENO;acc3-iva;1;0;1;2;29.52;;79.3;;1.75;-1;MultipleMeltPeaks
16;aac(6')I1;0;0;3;3;;;;;;-1;NotInformative
17;aac(6')I1;0;0;3;3;;;;;;-1;NotInformative
18;aac(6')I1;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6')I1;1;0;0;1;39.66;;70.03;;2.42;-1;
GENO;aac(6')I1;0;0;2;2;;;;;;-1;NotInformative
16;aac(6')-Iy;0;0;3;3;;;;;;-1;NotInformative
17;aac(6')-Iy;0;0;3;3;;;;;;-1;NotInformative
18;aac(6')-Iy;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6')-Iy;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6')-Iy;0;0;2;2;;;;;;-1;NotInformative
16;aph6ia;0;0;3;3;;;;;;-1;NotInformative
17;aph6ia;0;0;3;3;;;;;;-1;NotInformative
18;aph6ia;0;0;3;3;;;;;;-1;NotInformative
000NTC;aph6ia;0;0;1;1;;;;;;-1;NotInformative
GENO;aph6ia;0;0;2;2;;;;;;-1;NotInformative
16;aac3-Via;3;0;0;3;18.92;0.07;89.98;0.00315;1.94;-1;
17;aac3-Via;2;1;0;3;19.59;0.00982;89.3;0.06;2;-1;ContainsOutlierReplicateCt
18;aac3-Via;3;0;0;3;20.54;0.34;90.1;0.2;2.04;-1;
000NTC;aac3-Via;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;aac3-Via;2;0;0;2;35.53;1.17;81.48;0.11;1.75;-1;
16;aph3-III;3;0;0;3;38.79;0.57;89.01;0.18;1.84;-1;
17;aph3-III;3;0;0;3;37.79;2.7;88.78;0.05;1.82;-1;
18;aph3-III;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;aph3-III;0;0;1;1;;;;;;-1;NotInformative
GENO;aph3-III;0;0;2;2;;;;;;-1;NotInformative
16;ant6-ib;3;0;0;3;25.63;0.57;89.5;0.09;1.83;-1;
17;ant6-ib;3;0;0;3;28.8;0.89;89.6;0.12;1.84;-1;
18;ant6-ib;2;0;1;3;30.61;1.99;89.81;0.07;1.79;-1;MultipleMeltPeaks
000NTC;ant6-ib;0;0;1;1;;;;;;-1;NotInformative
GENO;ant6-ib;0;0;2;2;;;;;;-1;NotInformative
16;aac(3)-Xab;2;0;1;3;34.73;5.01;87.62;1.61;1.48;-1;MultipleMeltPeaks
17;aac(3)-Xab;1;0;2;3;39.47;;90.49;;1.67;-1;
18;aac(3)-Xab;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;aac(3)-Xab;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(3)-Xab;0;0;2;2;;;;;;-1;NotInformative
16;catB3;1;0;2;3;36.41;;85.58;;1.82;-1;MultipleMeltPeaks
17;catB3;2;0;1;3;35.01;2.97;89.69;0.25;1.82;-1;MultipleMeltPeaks
18;catB3;3;0;0;3;33.55;0.83;88.6;0.84;1.81;-1;
000NTC;catB3;0;0;1;1;;;;;;-1;NotInformative
GENO;catB3;0;0;2;2;;;;;;-1;NotInformative
16;catB8;0;0;3;3;;;;;;-1;NotInformative
17;catB8;1;0;2;3;39.16;;84.92;;1.88;-1;
18;catB8;0;0;3;3;;;;;;-1;NotInformative
000NTC;catB8;0;0;1;1;;;;;;-1;NotInformative
GENO;catB8;0;0;2;2;;;;;;-1;NotInformative
16;ceoA;2;1;0;3;27.34;0.35;90.4;0.07;2.04;-1;ContainsOutlierReplicateCt
17;ceoA;3;0;0;3;28.39;0.86;89.96;0.52;2.03;-1;
18;ceoA;2;1;0;3;26.6;0.16;90.03;0.12;2.01;-1;ContainsOutlierReplicateCt
000NTC;ceoA;0;0;1;1;;;;;;-1;NotInformative
GENO;ceoA;0;0;2;2;;;;;;-1;NotInformative
16;cmlA1;0;0;3;3;;;;;;-1;NotInformative
17;cmlA1;0;0;3;3;;;;;;-1;NotInformative
18;cmlA1;0;0;3;3;;;;;;-1;NotInformative
000NTC;cmlA1;0;0;1;1;;;;;;-1;NotInformative
GENO;cmlA1;0;0;2;2;;;;;;-1;NotInformative
16;cmx(A);2;0;1;3;32.36;0.99;91.44;1.44;1.86;-1;MultipleMeltPeaks
17;cmx(A);1;0;2;3;30.3;;91.54;;1.86;-1;MultipleMeltPeaks
18;cmx(A);3;0;0;3;33.03;2.51;90.26;1.1;1.84;-1;
000NTC;cmx(A);0;0;1;1;;;;;;-1;NotInformative
GENO;cmx(A);0;0;2;2;;;;;;-1;NotInformative
16;catA1;0;0;3;3;;;;;;-1;NotInformative
17;catA1;0;0;3;3;;;;;;-1;NotInformative
18;catA1;0;0;3;3;;;;;;-1;NotInformative
000NTC;catA1;0;0;1;1;;;;;;-1;NotInformative
GENO;catA1;0;0;2;2;;;;;;-1;NotInformative
16;qnrB-bob_resign;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
17;qnrB-bob_resign;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
18;qnrB-bob_resign;2;1;0;3;27.62;0.18;89.52;1.83;1.74;-1;ContainsOutlierReplicateCt
000NTC;qnrB-bob_resign;0;0;1;1;;;;;;-1;NotInformative
GENO;qnrB-bob_resign;0;0;2;2;;;;;;-1;NotInformative
16;cmlA5;1;0;2;3;32.75;;90.42;;1.79;-1;MultipleMeltPeaks
17;cmlA5;2;0;1;3;32.88;1.09;90.38;0.05;1.81;-1;MultipleMeltPeaks
18;cmlA5;2;0;1;3;31.88;0.81;90.37;0.03;1.78;-1;
000NTC;cmlA5;0;0;1;1;;;;;;-1;NotInformative
GENO;cmlA5;0;0;2;2;;;;;;-1;NotInformative
16;floR;3;0;0;3;32.35;1.07;89.89;2.18;1.84;-1;
17;floR;2;0;1;3;30.02;0.54;90.92;0.25;1.86;-1;MultipleMeltPeaks
18;floR;2;0;1;3;31.16;2.49;90.4;1;1.82;-1;MultipleMeltPeaks
000NTC;floR;0;0;1;1;;;;;;-1;NotInformative
GENO;floR;0;0;2;2;;;;;;-1;NotInformative
16;vanC;2;0;1;3;38.54;0.26;87.09;0.38;1.83;-1;
17;vanC;2;0;1;3;38.6;3.35;88.93;0.62;1.79;-1;MultipleMeltPeaks
18;vanC;1;0;2;3;39.19;;85.6;;1.84;-1;MultipleMeltPeaks
000NTC;vanC;0;0;1;1;;;;;;-1;NotInformative
GENO;vanC;0;0;2;2;;;;;;-1;NotInformative
16;VanB;2;0;1;3;25.68;0.49;91.91;0.08;1.99;-1;MultipleMeltPeaks
17;VanB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
18;VanB;1;0;2;3;27.7;;87.7;;1.86;-1;MultipleMeltPeaks
000NTC;VanB;0;0;1;1;;;;;;-1;NotInformative
GENO;VanB;0;0;2;2;;;;;;-1;NotInformative
16;vanD;0;0;3;3;;;;;;-1;NotInformative
17;vanD;1;0;2;3;41.46;;90.04;;1.79;-1;
18;vanD;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanD;0;0;1;1;;;;;;-1;NotInformative
GENO;vanD;0;0;2;2;;;;;;-1;NotInformative
