Sample;Assay;N;Outliers;Rejected;Total reps;Ct;Ct SD;Tm;Tm SD;Efficiency;Conc;Flags
6;aadA_99;1;0;2;3;35.41;;86.05;;1.84;-1;MultipleMeltPeaks
000NTC;aadA_99;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA_99;0;0;2;2;;;;;;-1;NotInformative
4;aph(2')-Id;0;0;3;3;;;;;;-1;NotInformative
5;aph(2')-Id;0;0;3;3;;;;;;-1;NotInformative
6;aph(2')-Id;0;0;3;3;;;;;;-1;NotInformative
000NTC;aph(2')-Id;0;0;1;1;;;;;;-1;NotInformative
GENO;aph(2')-Id;0;0;2;2;;;;;;-1;NotInformative
4;aadD;1;0;2;3;28.72;;80.86;;1.9;-1;MultipleMeltPeaks
5;aadD;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
6;aadD;3;0;0;3;31.07;3.42;83.45;4.61;1.87;-1;
000NTC;aadD;1;0;0;1;43.9;;74.17;;1.77;-1;
GENO;aadD;1;0;1;2;39.2;;74.67;;1.96;-1;
4;aadA2b;1;0;2;3;42.53;;85.51;;2.15;-1;
5;aadA2b;2;0;1;3;40.18;2.09;84.51;0.96;1.85;-1;
6;aadA2b;0;0;3;3;;;;;;-1;NotInformative
000NTC;aadA2b;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA2b;0;0;2;2;;;;;;-1;NotInformative
4;aadA9;2;0;1;3;34.56;2.46;91.08;2.14;1.8;-1;MultipleMeltPeaks
5;aadA9;1;0;2;3;32.68;;92.41;;1.78;-1;MultipleMeltPeaks
6;aadA9;3;0;0;3;34.28;2.83;90.64;2.94;1.84;-1;
000NTC;aadA9;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA9;0;0;2;2;;;;;;-1;NotInformative
4;aphA1;0;0;3;3;;;;;;-1;NotInformative
5;aphA1;0;0;3;3;;;;;;-1;NotInformative
6;aphA1;1;0;2;3;29.74;;75.84;;2.01;-1;
000NTC;aphA1;0;0;1;1;;;;;;-1;NotInformative
GENO;aphA1;0;0;2;2;;;;;;-1;NotInformative
4;aadE;0;0;3;3;;;;;;-1;NotInformative
5;aadE;0;0;3;3;;;;;;-1;NotInformative
6;aadE;0;0;3;3;;;;;;-1;NotInformative
000NTC;aadE;1;0;0;1;42.16;;72.75;;1.86;-1;
GENO;aadE;0;0;2;2;;;;;;-1;NotInformative
4;str;0;0;3;3;;;;;;-1;NotInformative
5;str;0;0;3;3;;;;;;-1;NotInformative
6;str;0;0;3;3;;;;;;-1;NotInformative
000NTC;str;0;0;1;1;;;;;;-1;NotInformative
GENO;str;0;0;2;2;;;;;;-1;NotInformative
4;strA;0;0;3;3;;;;;;-1;NotInformative
5;strA;1;0;2;3;37.92;;85.87;;1.8;-1;
6;strA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;strA;0;0;1;1;;;;;;-1;NotInformative
GENO;strA;0;0;2;2;;;;;;-1;NotInformative
4;aac3ia;2;1;0;3;30.66;0.43;89.63;0.9;1.85;-1;ContainsOutlierReplicateCt
5;aac3ia;3;0;0;3;37.32;2.01;89.56;0.92;1.87;-1;
6;aac3ia;2;0;1;3;35.84;0.17;89.01;0.7;1.9;-1;MultipleMeltPeaks
000NTC;aac3ia;0;0;1;1;;;;;;-1;NotInformative
GENO;aac3ia;0;0;2;2;;;;;;-1;NotInformative
4;aph4ib;2;0;1;3;27.72;2.37;90.96;0.67;1.9;-1;MultipleMeltPeaks
5;aph4ib;1;0;2;3;28.84;;90.34;;1.94;-1;MultipleMeltPeaks
6;aph4ib;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;aph4ib;0;0;1;1;;;;;;-1;NotInformative
GENO;aph4ib;0;0;2;2;;;;;;-1;NotInformative
4;aph3via;1;0;2;3;40.76;;69.26;;1.66;-1;
5;aph3via;0;0;3;3;;;;;;-1;NotInformative
6;aph3via;0;0;3;3;;;;;;-1;NotInformative
000NTC;aph3via;0;0;1;1;;;;;;-1;NotInformative
GENO;aph3via;0;0;2;2;;;;;;-1;NotInformative
4;aph6ic;2;1;0;3;29.11;0.23;89.28;1.34;1.97;-1;ContainsOutlierReplicateCt
5;aph6ic;2;0;1;3;28.45;1.61;89.67;0.63;1.9;-1;MultipleMeltPeaks
6;aph6ic;2;0;1;3;28.57;0.26;91.24;0.31;1.92;-1;MultipleMeltPeaks
000NTC;aph6ic;0;0;1;1;;;;;;-1;NotInformative
GENO;aph6ic;0;0;2;2;;;;;;-1;NotInformative
4;ArmA;2;0;1;3;42.3;1.61;72.42;0.12;1.8;-1;MultipleMeltPeaks
5;ArmA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
6;ArmA;2;0;1;3;42.64;0.14;72.38;0.02;1.76;-1;MultipleMeltPeaks
000NTC;ArmA;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;ArmA;1;0;1;2;39.37;;72.55;;1.9;-1;MultipleMeltPeaks
4;spcN;2;0;1;3;29.04;0.85;88.74;1.17;1.91;-1;MultipleMeltPeaks
5;spcN;1;0;2;3;26.27;;89.71;;1.86;-1;MultipleMeltPeaks
6;spcN;3;0;0;3;29.15;2.15;90.38;1.02;1.89;-1;
000NTC;spcN;0;0;1;1;;;;;;-1;NotInformative
GENO;spcN;0;0;2;2;;;;;;-1;NotInformative
4;spec_aph;0;0;3;3;;;;;;-1;NotInformative
5;spec_aph;1;0;2;3;33.66;;78.7;;1.89;-1;
6;spec_aph;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;spec_aph;0;0;1;1;;;;;;-1;NotInformative
GENO;spec_aph;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
4;aac(3)-ib;2;0;1;3;32.02;1.42;90.25;1.36;1.8;-1;MultipleMeltPeaks
5;aac(3)-ib;2;0;1;3;37.01;3.75;88.3;2.18;1.76;-1;MultipleMeltPeaks
6;aac(3)-ib;1;0;2;3;34.33;;89.71;;1.8;-1;MultipleMeltPeaks
000NTC;aac(3)-ib;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(3)-ib;0;0;2;2;;;;;;-1;NotInformative
4;aac(3)-id_ie;2;0;1;3;38.56;1.79;85.95;2.34;1.92;-1;
5;aac(3)-id_ie;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
6;aac(3)-id_ie;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(3)-id_ie;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(3)-id_ie;0;0;2;2;;;;;;-1;NotInformative
4;aac(3)-iid_iii_iif_iia_iie;2;0;1;3;28.66;0.64;89.47;0.17;1.95;-1;MultipleMeltPeaks
5;aac(3)-iid_iii_iif_iia_iie;2;0;1;3;30.01;0.62;88.91;0.2;1.91;-1;MultipleMeltPeaks
6;aac(3)-iid_iii_iif_iia_iie;2;1;0;3;29.71;0.18;87.85;0.25;1.89;-1;ContainsOutlierReplicateCt
000NTC;aac(3)-iid_iii_iif_iia_iie;1;0;0;1;43.36;;76.72;;1.94;-1;
GENO;aac(3)-iid_iii_iif_iia_iie;1;0;1;2;37.25;;79.8;;1.81;-1;MultipleMeltPeaks
4;aac(3)-xaa;2;1;0;3;42.44;0.04;78.43;1.56;1.99;-1;ContainsOutlierReplicateCt
5;aac(3)-xaa;0;0;3;3;;;;;;-1;NotInformative
6;aac(3)-xaa;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(3)-xaa;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(3)-xaa;0;0;2;2;;;;;;-1;NotInformative
4;Aac6-Aph2;0;0;3;3;;;;;;-1;NotInformative
5;Aac6-Aph2;0;0;3;3;;;;;;-1;NotInformative
6;Aac6-Aph2;0;0;3;3;;;;;;-1;NotInformative
000NTC;Aac6-Aph2;0;0;1;1;;;;;;-1;NotInformative
GENO;Aac6-Aph2;0;0;2;2;;;;;;-1;NotInformative
4;aac(6)-ig;3;0;0;3;32.61;0.35;75.66;0.53;1.61;-1;
5;aac(6)-ig;0;0;3;3;;;;;;-1;NotInformative
6;aac(6)-ig;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6)-ig;1;0;0;1;32.57;;75.48;;1.68;-1;
GENO;aac(6)-ig;2;0;0;2;38.26;4.38;74.75;1.22;1.84;-1;
4;aac(6)-iic;2;1;0;3;33.18;0.16;91.14;0.08;1.81;-1;ContainsOutlierReplicateCt
5;aac(6)-iic;3;0;0;3;35.38;2.13;90.88;0.2;1.78;-1;
6;aac(6)-iic;2;0;1;3;38.86;4.09;90.7;0.08;1.75;-1;MultipleMeltPeaks
000NTC;aac(6)-iic;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-iic;0;0;2;2;;;;;;-1;NotInformative
4;aac(6)-ij;0;0;3;3;;;;;;-1;NotInformative
5;aac(6)-ij;0;0;3;3;;;;;;-1;NotInformative
6;aac(6)-ij;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6)-ij;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-ij;0;0;2;2;;;;;;-1;NotInformative
4;aac(6)-im;0;0;3;3;;;;;;-1;NotInformative
5;aac(6)-im;1;0;2;3;40.22;;88.02;;1.83;-1;
6;aac(6)-im;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6)-im;1;0;0;1;33.18;;74.7;;1.79;-1;
GENO;aac(6)-im;0;0;2;2;;;;;;-1;NotInformative
4;aac(6)-ir;2;0;1;3;33.75;2.37;89.84;2.65;1.89;-1;MultipleMeltPeaks
5;aac(6)-ir;2;0;1;3;33.21;0.44;88.58;2.71;1.86;-1;MultipleMeltPeaks
6;aac(6)-ir;2;0;1;3;36.47;2.86;88.57;1.99;1.9;-1;MultipleMeltPeaks
000NTC;aac(6)-ir;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-ir;0;0;2;2;;;;;;-1;NotInformative
4;aac(6)-is_iu_ix;2;0;1;3;41.38;0.32;81.45;7.48;1.71;-1;MultipleMeltPeaks
5;aac(6)-is_iu_ix;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
6;aac(6)-is_iu_ix;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;aac(6)-is_iu_ix;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;aac(6)-is_iu_ix;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
4;aac(6)-iv_ih;1;0;2;3;38.46;;87.43;;1.82;-1;
5;aac(6)-iv_ih;0;0;3;3;;;;;;-1;NotInformative
6;aac(6)-iv_ih;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6)-iv_ih;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-iv_ih;0;0;2;2;;;;;;-1;NotInformative
4;aac(6)-iw;2;0;1;3;40.47;3.92;76.04;0.88;1.94;-1;
5;aac(6)-iw;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
6;aac(6)-iw;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6)-iw;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-iw;1;0;1;2;42.9;;75.24;;1.92;-1;
4;aac(6)-iz;2;0;1;3;37.12;3.71;81.89;4.58;1.84;-1;MultipleMeltPeaks
5;aac(6)-iz;1;0;2;3;34.5;;78.49;;1.76;-1;MultipleMeltPeaks
6;aac(6)-iz;1;0;2;3;38.34;;86.26;;1.85;-1;
000NTC;aac(6)-iz;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-iz;1;0;1;2;36.66;;72.99;;1.32;-1;
4;aacA43;1;0;2;3;41.03;;74.65;;1.85;-1;
5;aacA43;1;0;2;3;41.93;;68.78;;1.93;-1;MultipleMeltPeaks
6;aacA43;2;0;1;3;41.56;0.34;75.28;8.88;1.68;-1;
000NTC;aacA43;0;0;1;1;;;;;;-1;NotInformative
GENO;aacA43;0;0;2;2;;;;;;-1;NotInformative
4;aadA6;1;0;2;3;35.93;;79.27;;1.76;-1;
5;aadA6;1;0;2;3;39.23;;78.38;;1.66;-1;
6;aadA6;0;0;3;3;;;;;;-1;NotInformative
000NTC;aadA6;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA6;0;0;2;2;;;;;;-1;NotInformative
4;aadA7;3;0;0;3;21.63;2.19;88.79;0.03;1.86;-1;
5;aadA7;3;0;0;3;18.79;0.09;88.85;0.04;1.88;-1;
6;aadA7;3;0;0;3;22.33;1.51;90.07;0.52;1.93;-1;
000NTC;aadA7;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;aadA7;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
4;aadA10;3;0;0;3;30.5;6.55;90.29;1.16;1.87;-1;
5;aadA10;1;0;2;3;42.44;;86.4;;2.17;-1;MultipleMeltPeaks
6;aadA10;2;0;1;3;42.25;1.88;88.55;2.55;1.71;-1;
000NTC;aadA10;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA10;0;0;2;2;;;;;;-1;NotInformative
4;aadA16;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
5;aadA16;1;0;2;3;28.91;;90.87;;1.85;-1;MultipleMeltPeaks
6;aadA16;3;0;0;3;31.47;1.23;90.67;0.35;1.85;-1;
000NTC;aadA16;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA16;0;0;2;2;;;;;;-1;NotInformative
4;aadA17;2;0;1;3;21.44;3.02;86.09;2.71;1.73;-1;MultipleMeltPeaks
5;aadA17;1;0;2;3;39.18;;88.72;;1.58;-1;MultipleMeltPeaks
6;aadA17;0;0;3;3;;;;;;-1;NotInformative
000NTC;aadA17;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA17;0;0;2;2;;;;;;-1;NotInformative
4;aadB;1;0;2;3;29.85;;91.45;;1.84;-1;MultipleMeltPeaks
5;aadB;2;1;0;3;28.3;0.16;91.23;0.08;1.87;-1;ContainsOutlierReplicateCt
6;aadB;2;0;1;3;30.63;0.23;87.98;1.18;1.9;-1;MultipleMeltPeaks
000NTC;aadB;1;0;0;1;38.39;;80.05;;1.83;-1;
GENO;aadB;2;0;0;2;41.12;2.3;81.74;4.23;1.88;-1;
4;ant4-ib;1;0;2;3;42.35;;76.82;;2.02;-1;
5;ant4-ib;1;0;2;3;40.62;;79.02;;1.82;-1;MultipleMeltPeaks
6;ant4-ib;0;0;3;3;;;;;;-1;NotInformative
000NTC;ant4-ib;0;0;1;1;;;;;;-1;NotInformative
GENO;ant4-ib;0;0;2;2;;;;;;-1;NotInformative
4;ant6-ia;2;1;0;3;36.65;0.11;89.56;0.96;1.83;-1;ContainsOutlierReplicateCt
5;ant6-ia;1;0;2;3;34.57;;89.47;;1.87;-1;MultipleMeltPeaks
6;ant6-ia;3;0;0;3;34.23;1.96;89.99;0.56;1.87;-1;
000NTC;ant6-ia;0;0;1;1;;;;;;-1;NotInformative
GENO;ant6-ia;0;0;2;2;;;;;;-1;NotInformative
4;aph3-ib;2;0;1;3;34.81;2.19;89.91;0.02;1.8;-1;MultipleMeltPeaks
5;aph3-ib;1;0;2;3;30.99;;89.59;;1.86;-1;MultipleMeltPeaks
6;aph3-ib;2;0;1;3;33.99;1.44;91.24;0.51;1.79;-1;MultipleMeltPeaks
000NTC;aph3-ib;0;0;1;1;;;;;;-1;NotInformative
GENO;aph3-ib;0;0;2;2;;;;;;-1;NotInformative
4;aph3-viia;0;0;3;3;;;;;;-1;NotInformative
5;aph3-viia;0;0;3;3;;;;;;-1;NotInformative
6;aph3-viia;0;0;3;3;;;;;;-1;NotInformative
000NTC;aph3-viia;1;0;0;1;36.19;;76.07;;1.86;-1;
GENO;aph3-viia;1;0;1;2;37.33;;75.91;;1.87;-1;
4;aph4-ia;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
5;aph4-ia;0;0;3;3;;;;;;-1;NotInformative
6;aph4-ia;0;0;3;3;;;;;;-1;NotInformative
000NTC;aph4-ia;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;aph4-ia;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
4;aph(3'')-ia;1;0;2;3;42.73;;87.87;;1.88;-1;MultipleMeltPeaks
5;aph(3'')-ia;0;0;3;3;;;;;;-1;NotInformative
6;aph(3'')-ia;2;0;1;3;40.82;0.34;83.4;8.92;2.18;-1;
000NTC;aph(3'')-ia;0;0;1;1;;;;;;-1;NotInformative
GENO;aph(3'')-ia;0;0;2;2;;;;;;-1;NotInformative
4;apmA;0;0;3;3;;;;;;-1;NotInformative
5;apmA;0;0;3;3;;;;;;-1;NotInformative
6;apmA;0;0;3;3;;;;;;-1;NotInformative
000NTC;apmA;0;0;1;1;;;;;;-1;NotInformative
GENO;apmA;0;0;2;2;;;;;;-1;NotInformative
4;aph_viii;2;0;1;3;37.82;4.57;86.55;0.24;1.8;-1;
5;aph_viii;2;0;1;3;39.95;1.94;85.23;0.57;1.86;-1;
6;aph_viii;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;aph_viii;0;0;1;1;;;;;;-1;NotInformative
GENO;aph_viii;0;0;2;2;;;;;;-1;NotInformative
4;acc3-iva;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
5;acc3-iva;3;0;0;3;30.38;3.33;82.63;5.74;1.85;-1;
6;acc3-iva;2;0;1;3;27.63;3.17;84.73;7.31;1.88;-1;MultipleMeltPeaks
000NTC;acc3-iva;1;0;0;1;30.2;;82.5;;1.87;-1;
GENO;acc3-iva;2;0;0;2;30.42;0.18;81.46;2.95;1.84;-1;
4;aac(6')I1;0;0;3;3;;;;;;-1;NotInformative
5;aac(6')I1;0;0;3;3;;;;;;-1;NotInformative
6;aac(6')I1;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6')I1;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6')I1;0;0;2;2;;;;;;-1;NotInformative
4;aac(6')-Iy;1;0;2;3;40.38;;79.23;;1.85;-1;MultipleMeltPeaks
5;aac(6')-Iy;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
6;aac(6')-Iy;2;1;0;3;33.43;0.64;90.2;2.16;1.88;-1;ContainsOutlierReplicateCt
000NTC;aac(6')-Iy;1;0;0;1;41.7;;78.75;;1.86;-1;
GENO;aac(6')-Iy;0;0;2;2;;;;;;-1;NotInformative
4;aph6ia;2;0;1;3;28.61;0.89;88.55;2.05;1.88;-1;MultipleMeltPeaks
5;aph6ia;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
6;aph6ia;2;0;1;3;27.48;0.6;89.59;0.43;1.93;-1;MultipleMeltPeaks
000NTC;aph6ia;1;0;0;1;29.73;;81.19;;1.86;-1;
GENO;aph6ia;2;0;0;2;32.29;0.59;83.47;3.47;1.78;-1;
4;aac3-Via;2;0;1;3;23.44;0.48;89.25;0.34;1.95;-1;MultipleMeltPeaks
5;aac3-Via;3;0;0;3;23.16;0.32;89.14;0.3;1.97;-1;
6;aac3-Via;3;0;0;3;24.54;0.19;89.15;0.34;1.95;-1;
000NTC;aac3-Via;1;0;0;1;32.07;;81.38;;1.77;-1;
GENO;aac3-Via;2;0;0;2;35.16;0.54;81;5.25E-03;1.78;-1;
4;aph3-III;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
5;aph3-III;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
6;aph3-III;1;0;2;3;41.73;;82.51;;2.05;-1;
000NTC;aph3-III;0;0;1;1;;;;;;-1;NotInformative
GENO;aph3-III;0;0;2;2;;;;;;-1;NotInformative
4;ant6-ib;2;0;1;3;39.43;1.47;91.29;0.25;1.68;-1;
5;ant6-ib;0;0;3;3;;;;;;-1;NotInformative
6;ant6-ib;0;0;3;3;;;;;;-1;NotInformative
000NTC;ant6-ib;0;0;1;1;;;;;;-1;NotInformative
GENO;ant6-ib;0;0;2;2;;;;;;-1;NotInformative
4;aac(3)-Xab;1;0;2;3;35.43;;89.37;;1.85;-1;MultipleMeltPeaks
5;aac(3)-Xab;2;1;0;3;37.65;0.01;87.72;2.56;1.6;-1;ContainsOutlierReplicateCt
6;aac(3)-Xab;2;0;1;3;38.08;4.27;84.51;9.04;1.77;-1;
000NTC;aac(3)-Xab;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(3)-Xab;0;0;2;2;;;;;;-1;NotInformative
4;catB3;1;0;2;3;43.86;;83.36;;1.96;-1;
5;catB3;1;0;2;3;41.14;;83.48;;1.86;-1;
6;catB3;0;0;3;3;;;;;;-1;NotInformative
000NTC;catB3;0;0;1;1;;;;;;-1;NotInformative
GENO;catB3;0;0;2;2;;;;;;-1;NotInformative
4;catB8;1;0;2;3;40.58;;86.31;;1.84;-1;
5;catB8;2;0;1;3;37.78;5.78;86.58;0.29;1.84;-1;
6;catB8;0;0;3;3;;;;;;-1;NotInformative
000NTC;catB8;0;0;1;1;;;;;;-1;NotInformative
GENO;catB8;0;0;2;2;;;;;;-1;NotInformative
4;ceoA;2;0;1;3;36.07;1.76;87.08;4.43;1.84;-1;MultipleMeltPeaks
5;ceoA;2;0;1;3;35.73;4.3;89.4;0.03;1.86;-1;MultipleMeltPeaks
6;ceoA;3;0;0;3;38.36;3.63;87.07;2.91;1.84;-1;
000NTC;ceoA;0;0;1;1;;;;;;-1;NotInformative
GENO;ceoA;0;0;2;2;;;;;;-1;NotInformative
4;cmlA1;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
5;cmlA1;1;0;2;3;38.41;;88.29;;1.91;-1;MultipleMeltPeaks
6;cmlA1;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;cmlA1;1;0;0;1;42.73;;76.22;;1.77;-1;
GENO;cmlA1;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
4;cmx(A);2;0;1;3;42.9;0.21;82.55;3.23;1.93;-1;
5;cmx(A);0;0;3;3;;;;;;-1;NotInformative
6;cmx(A);2;0;1;3;39.98;3.36;78.43;1.06;1.89;-1;
000NTC;cmx(A);0;0;1;1;;;;;;-1;NotInformative
GENO;cmx(A);1;0;1;2;38.46;;80.71;;1.81;-1;
4;catA1;0;0;3;3;;;;;;-1;NotInformative
5;catA1;0;0;3;3;;;;;;-1;NotInformative
6;catA1;0;0;3;3;;;;;;-1;NotInformative
000NTC;catA1;0;0;1;1;;;;;;-1;NotInformative
GENO;catA1;0;0;2;2;;;;;;-1;NotInformative
4;qnrB-bob_resign;2;0;1;3;38.8;0.08;86.94;3.14;1.82;-1;MultipleMeltPeaks
5;qnrB-bob_resign;1;0;2;3;43.63;;85.68;;1.91;-1;
6;qnrB-bob_resign;0;0;3;3;;;;;;-1;NotInformative
000NTC;qnrB-bob_resign;0;0;1;1;;;;;;-1;NotInformative
GENO;qnrB-bob_resign;0;0;2;2;;;;;;-1;NotInformative
4;cmlA5;2;1;0;3;39.81;0.03;89.93;0.03;1.73;-1;ContainsOutlierReplicateCt
5;cmlA5;2;0;1;3;35.32;1.05;90;0.41;1.74;-1;MultipleMeltPeaks
6;cmlA5;3;0;0;3;38.66;0.91;88.99;1.73;1.72;-1;
000NTC;cmlA5;0;0;1;1;;;;;;-1;NotInformative
GENO;cmlA5;0;0;2;2;;;;;;-1;NotInformative
4;floR;0;0;3;3;;;;;;-1;NotInformative
5;floR;0;0;3;3;;;;;;-1;NotInformative
6;floR;0;0;3;3;;;;;;-1;NotInformative
000NTC;floR;0;0;1;1;;;;;;-1;NotInformative
GENO;floR;0;0;2;2;;;;;;-1;NotInformative
4;vanC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
5;vanC;2;0;1;3;40.85;0.57;79.64;7.3;1.84;-1;
6;vanC;0;0;3;3;;;;;;-1;NotInformative
000NTC;vanC;0;0;1;1;;;;;;-1;NotInformative
GENO;vanC;0;0;2;2;;;;;;-1;NotInformative
4;VanB;1;0;2;3;41.41;;90.97;;1.8;-1;MultipleMeltPeaks
5;VanB;3;0;0;3;40.61;2.49;87.23;2.21;1.81;-1;
6;VanB;1;0;2;3;40.68;;88.05;;1.94;-1;MultipleMeltPeaks
000NTC;VanB;0;0;1;1;;;;;;-1;NotInformative
GENO;VanB;0;0;2;2;;;;;;-1;NotInformative
4;vanD;0;0;3;3;;;;;;-1;NotInformative
5;vanD;0;0;3;3;;;;;;-1;NotInformative
6;vanD;1;0;2;3;37.78;;89.13;;1.8;-1;
000NTC;vanD;0;0;1;1;;;;;;-1;NotInformative
