Sample;Assay;N;Outliers;Rejected;Total reps;Ct;Ct SD;Tm;Tm SD;Efficiency;Conc;Flags
27;sat4;2;0;1;3;27.32;0.11;77.28;5.7;1.77;-1;MultipleMeltPeaks
000NTC;sat4;1;0;0;1;27.77;;73.15;;2.01;-1;
GENO;sat4;1;0;1;2;32.6;;85.27;;1.88;-1;MultipleMeltPeaks
25;aac(6')-Ib;3;0;0;3;15.27;0.3;90.77;0.02;2.16;-1;BadR2
26;aac(6')-Ib;1;0;2;3;16.07;;90.72;;2.44;-1;
27;aac(6')-Ib;3;0;0;3;15.01;0.53;90.82;0.32;1.99;-1;
000NTC;aac(6')-Ib;1;0;0;1;15.07;;90.09;;1.85;-1;
GENO;aac(6')-Ib;2;0;0;2;19.62;2.84;90.97;0.32;1.85;-1;
25;aadA2a;3;0;0;3;17.66;0.1;91.46;0.19;1.88;-1;
26;aadA2a;3;0;0;3;18.03;0.1;91.04;0.14;2.01;-1;
27;aadA2a;3;0;0;3;17.3;0.22;91.11;0.15;1.87;-1;
000NTC;aadA2a;1;0;0;1;21.63;;91.58;;1.9;-1;
GENO;aadA2a;2;0;0;2;18.74;1.59;91.66;0.5;1.81;-1;
25;aadA5;2;1;0;3;20.29;0.02;91.43;0.13;1.91;-1;ContainsOutlierReplicateCt
26;aadA5;2;1;0;3;21.08;0.03;91.78;0.45;1.84;-1;ContainsOutlierReplicateCt
27;aadA5;3;0;0;3;19.6;0.96;92.26;0.2;1.77;-1;
000NTC;aadA5;1;0;0;1;19.79;;91.36;;1.89;-1;
GENO;aadA5;1;0;1;2;22.17;;92.63;;1.97;-1;MultipleMeltPeaks
25;aadA_99;3;0;0;3;19.52;0.08;91.23;0.08;2.05;-1;
26;aadA_99;2;1;0;3;20.44;3.98E-03;91.41;0.03;2.32;-1;ContainsOutlierReplicateCt
27;aadA_99;3;0;0;3;19.37;0.11;91.41;0.13;2.06;-1;
000NTC;aadA_99;1;0;0;1;23.27;;91.24;;1.97;-1;
GENO;aadA_99;2;0;0;2;20.94;1.13;90.58;1.07;1.95;-1;
25;aph(2')-Id;3;0;0;3;32.56;5.47;83.79;8.19;2.02;-1;
26;aph(2')-Id;2;0;1;3;32.71;2.06;90.03;1.63;1.98;-1;MultipleMeltPeaks
27;aph(2')-Id;2;0;1;3;31.19;2.03;85.01;2.48;1.8;-1;MultipleMeltPeaks
000NTC;aph(2')-Id;1;0;0;1;28.38;;81.49;;2.01;-1;
GENO;aph(2')-Id;1;0;1;2;28.76;;74.07;;2.02;-1;MultipleMeltPeaks
25;aadD;3;0;0;3;20.14;0.6;91.78;0.6;1.83;-1;
26;aadD;3;0;0;3;20.68;0.41;91.03;0.09;1.85;-1;
27;aadD;2;1;0;3;20.03;6.48E-03;91.25;3.37E-03;1.83;-1;ContainsOutlierReplicateCt
000NTC;aadD;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;aadD;2;0;0;2;21.46;1.56;91.58;0.5;1.83;-1;
25;aadA2b;2;1;0;3;20;0.18;91.36;0.36;1.86;-1;ContainsOutlierReplicateCt
26;aadA2b;3;0;0;3;20.84;0.08;91.55;0.31;1.83;-1;
27;aadA2b;3;0;0;3;20.66;0.38;91.28;0.65;1.86;-1;
000NTC;aadA2b;1;0;0;1;20.49;;91.19;;1.85;-1;
GENO;aadA2b;1;0;1;2;22.85;;91.07;;1.85;-1;MultipleMeltPeaks
25;aadA9;3;0;0;3;16.91;0.35;90.84;0.18;1.85;-1;
26;aadA9;2;0;1;3;16.83;0.02;90.89;0.08;1.81;-1;
27;aadA9;2;1;0;3;16.55;0.04;90.7;0.02;1.82;-1;ContainsOutlierReplicateCt
000NTC;aadA9;1;0;0;1;21.57;;91.52;;1.82;-1;
GENO;aadA9;2;0;0;2;18.21;1.43;90.62;0.22;1.85;-1;
25;aphA1;2;1;0;3;25.14;0.24;90.35;0.12;2;-1;ContainsOutlierReplicateCt
26;aphA1;3;0;0;3;25.85;0.8;90.19;0.29;1.98;-1;
27;aphA1;3;0;0;3;24.81;0.2;90.33;0.03;1.95;-1;
000NTC;aphA1;1;0;0;1;24.7;;90.62;;1.85;-1;
GENO;aphA1;2;0;0;2;28.17;1.42;84.5;8.06;1.72;-1;
25;aadE;2;0;1;3;25.58;0.14;74.91;0.02;2.03;-1;MultipleMeltPeaks
26;aadE;3;0;0;3;25.7;0.59;74.59;0.23;1.99;-1;
27;aadE;2;0;1;3;25.85;0.68;74.93;0.13;2.04;-1;MultipleMeltPeaks
000NTC;aadE;1;0;0;1;24.51;;74.42;;1.85;-1;
GENO;aadE;2;0;0;2;23.93;0.53;74.9;0.15;1.63;-1;
25;str;2;1;0;3;26.39;0.36;89.75;1.06;2.07;-1;ContainsOutlierReplicateCt
26;str;2;0;1;3;27.58;2.1;92.27;0.18;2.11;-1;MultipleMeltPeaks
27;str;1;0;2;3;28.93;;89.18;;1.9;-1;MultipleMeltPeaks
000NTC;str;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;str;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
25;strA;2;0;1;3;19.98;0.12;91.73;0.63;1.87;-1;
26;strA;2;0;1;3;21.67;0.39;91.88;0.23;2.61;-1;HighEfficiency, MultipleMeltPeaks
27;strA;2;0;1;3;20.69;0.1;91.36;0.18;2.17;-1;MultipleMeltPeaks
000NTC;strA;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;strA;2;0;0;2;;13.22;;;;-1;NotInformative
25;aac3ia;2;1;0;3;13.02;0.2;91.41;5.03E-03;1.84;-1;ContainsOutlierReplicateCt
26;aac3ia;2;1;0;3;12.97;3.68E-03;91.67;0.09;1.86;-1;ContainsOutlierReplicateCt
27;aac3ia;2;1;0;3;12.72;0.06;91.43;0.02;1.81;-1;ContainsOutlierReplicateCt
000NTC;aac3ia;1;0;0;1;15.66;;91.35;;1.85;-1;
GENO;aac3ia;2;0;0;2;14.1;0.1;91.62;0.24;1.82;-1;
25;aph4ib;3;0;0;3;12.21;0.39;91.54;0.18;1.8;-1;
26;aph4ib;2;0;1;3;12.5;0.12;91.8;0.07;1.92;-1;
27;aph4ib;3;0;0;3;12.47;0.2;91.52;0.03;1.88;-1;
000NTC;aph4ib;1;0;0;1;15.5;;91.33;;1.86;-1;
GENO;aph4ib;2;0;0;2;17.89;7.04;90.31;1.96;1.88;-1;
25;aph3via;2;0;1;3;24.18;1.45;83.67;10.81;2.05;-1;MultipleMeltPeaks
26;aph3via;3;0;0;3;22.26;0.41;90.83;0.63;2.12;-1;
27;aph3via;2;1;0;3;22.26;0.05;91.12;1.45;2.07;-1;ContainsOutlierReplicateCt
000NTC;aph3via;1;0;0;1;23.42;;90.33;;1.81;-1;
GENO;aph3via;2;0;0;2;22.5;0.13;90.45;0.16;2.1;-1;
25;aph6ic;2;0;1;3;10.6;0.05;90.91;0.12;1.96;-1;MultipleMeltPeaks
26;aph6ic;2;0;1;3;10.75;0.17;91.39;0.02;2.06;-1;
27;aph6ic;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;aph6ic;1;0;0;1;14.22;;90.95;;1.83;-1;
GENO;aph6ic;2;0;0;2;;10.4;;;;-1;NotInformative
25;ArmA;3;0;0;3;18.7;0.11;91.61;0.23;1.87;-1;
26;ArmA;3;0;0;3;18.41;0.34;90.85;0.15;1.89;-1;
27;ArmA;3;0;0;3;18.56;0.1;91.78;0.05;1.85;-1;
000NTC;ArmA;1;0;0;1;21.07;;91.84;;1.86;-1;
GENO;ArmA;2;0;0;2;19.33;0.26;91.3;0.35;1.89;-1;
25;spcN;3;0;0;3;12.22;0.21;90.87;0.03;1.88;-1;
26;spcN;2;0;1;3;12.31;0.12;91.56;0.01;1.91;-1;MultipleMeltPeaks
27;spcN;3;0;0;3;12.05;0.2;90.84;0.09;1.88;-1;
000NTC;spcN;1;0;0;1;15.27;;91.2;;1.81;-1;
GENO;spcN;2;0;0;2;19.55;9.48;91.4;0.32;1.87;-1;
25;spec_aph;3;0;0;3;22.24;0.44;91.24;0.25;1.89;-1;
26;spec_aph;2;1;0;3;23.2;0.13;91.36;1.75;1.91;-1;ContainsOutlierReplicateCt
27;spec_aph;3;0;0;3;21.85;0.16;91.3;0.1;1.86;-1;
000NTC;spec_aph;1;0;0;1;23.29;;90.84;;1.88;-1;
GENO;spec_aph;1;0;1;2;21.76;;90.99;;1.86;-1;MultipleMeltPeaks
25;aac(3)-ib;2;1;0;3;13.46;0.17;90.99;0.06;1.74;-1;ContainsOutlierReplicateCt
26;aac(3)-ib;3;0;0;3;14;0.42;91.56;0.1;1.91;-1;
27;aac(3)-ib;3;0;0;3;13.64;0.11;91.19;8.73E-03;1.79;-1;
000NTC;aac(3)-ib;1;0;0;1;17.02;;91.67;;1.83;-1;
GENO;aac(3)-ib;2;0;0;2;;10.56;;;;-1;NotInformative
25;aac(3)-id_ie;3;0;0;3;15.92;0.39;91.41;0.17;1.85;-1;
26;aac(3)-id_ie;2;1;0;3;16.45;0.04;92.15;0.08;1.83;-1;ContainsOutlierReplicateCt
27;aac(3)-id_ie;3;0;0;3;16.34;0.64;91.73;0.34;1.62;-1;
000NTC;aac(3)-id_ie;1;0;0;1;17.96;;91.54;;1.82;-1;
GENO;aac(3)-id_ie;2;0;0;2;16.61;0.15;91.72;0.69;1.8;-1;
25;aac(3)-iid_iii_iif_iia_iie;3;0;0;3;12.22;0.1;91.05;0.05;1.89;-1;
26;aac(3)-iid_iii_iif_iia_iie;3;0;0;3;12.59;0.24;91.32;0.03;1.92;-1;
27;aac(3)-iid_iii_iif_iia_iie;3;0;0;3;12.29;0.13;91.06;0.03;1.89;-1;
000NTC;aac(3)-iid_iii_iif_iia_iie;1;0;0;1;15.88;;91.07;;1.83;-1;
GENO;aac(3)-iid_iii_iif_iia_iie;2;0;0;2;;10.52;;;;-1;NotInformative
25;aac(3)-xaa;3;0;0;3;16.05;0.21;91.54;0.05;1.91;-1;
26;aac(3)-xaa;3;0;0;3;15.79;0.21;91.97;0.05;1.89;-1;
27;aac(3)-xaa;3;0;0;3;15.52;0.06;91.73;0.11;1.86;-1;
000NTC;aac(3)-xaa;1;0;0;1;18.02;;91.62;;1.89;-1;
GENO;aac(3)-xaa;2;0;0;2;16.5;0.24;91.89;0.4;1.86;-1;
25;Aac6-Aph2;3;0;0;3;21.88;0.13;91.17;0.16;1.86;-1;
26;Aac6-Aph2;2;1;0;3;23.3;0.55;91.22;0.05;1.82;-1;ContainsOutlierReplicateCt
27;Aac6-Aph2;2;0;1;3;22.22;0.32;91.05;0.26;1.85;-1;MultipleMeltPeaks
000NTC;Aac6-Aph2;1;0;0;1;24.92;;90.99;;1.86;-1;
GENO;Aac6-Aph2;2;0;0;2;26.14;4.16;83.37;11.37;2.02;-1;
25;aac(6)-ig;2;0;1;3;17.07;0.54;91.75;0.38;2.01;-1;MultipleMeltPeaks
26;aac(6)-ig;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
27;aac(6)-ig;1;0;2;3;16.49;;92.26;;1.89;-1;MultipleMeltPeaks
000NTC;aac(6)-ig;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;aac(6)-ig;1;0;1;2;16.85;;89.84;;1.93;-1;MultipleMeltPeaks
25;aac(6)-iic;1;0;2;3;16.12;;91.94;;1.86;-1;
26;aac(6)-iic;2;0;1;3;22.24;8.93;85.38;9.91;1.96;-1;
27;aac(6)-iic;2;0;1;3;16.07;0.05;92.25;0.05;1.85;-1;
000NTC;aac(6)-iic;1;0;0;1;19.46;;91.83;;1.85;-1;
GENO;aac(6)-iic;2;0;0;2;22.61;8.43;88.62;4.27;1.92;-1;
25;aac(6)-ij;2;0;1;3;24.62;0.13;91.56;0.06;1.85;-1;MultipleMeltPeaks
26;aac(6)-ij;3;0;0;3;25.57;0.39;90.29;1.8;1.96;-1;
27;aac(6)-ij;3;0;0;3;24.33;0.7;91.43;1.72;1.86;-1;
000NTC;aac(6)-ij;1;0;0;1;24.77;;91.61;;1.81;-1;
GENO;aac(6)-ij;2;0;0;2;24.2;0.35;92.62;0.73;1.85;-1;
25;aac(6)-im;2;0;1;3;22.06;0.34;90.41;0.33;2.06;-1;MultipleMeltPeaks
26;aac(6)-im;3;0;0;3;22.6;0.72;90.59;0.96;2.19;-1;
27;aac(6)-im;3;0;0;3;22.08;0.15;91.93;0.16;1.99;-1;
000NTC;aac(6)-im;1;0;0;1;24.26;;90.16;;1.89;-1;
GENO;aac(6)-im;2;0;0;2;22.22;0.47;90.81;0.63;1.98;-1;
25;aac(6)-ir;3;0;0;3;13.11;0.5;90.61;0.03;2.07;-1;
26;aac(6)-ir;2;0;1;3;13.1;0.07;90.6;0.03;1.84;-1;
27;aac(6)-ir;2;1;0;3;13.2;0.07;90.41;0.15;1.73;-1;ContainsOutlierReplicateCt
000NTC;aac(6)-ir;1;0;0;1;13.59;;90.43;;1.82;-1;
GENO;aac(6)-ir;2;0;0;2;19.12;2.75;91.28;0.16;1.86;-1;
25;aac(6)-is_iu_ix;3;0;0;3;20.32;0.16;92.39;0.04;1.99;-1;
26;aac(6)-is_iu_ix;3;0;0;3;20.18;0.07;92.41;0.03;1.97;-1;
27;aac(6)-is_iu_ix;3;0;0;3;20.4;0.1;92.41;0.05;1.94;-1;
000NTC;aac(6)-is_iu_ix;1;0;0;1;23.57;;91.74;;1.92;-1;
GENO;aac(6)-is_iu_ix;1;0;1;2;21.16;;92.52;;1.98;-1;MultipleMeltPeaks
25;aac(6)-iv_ih;3;0;0;3;16.03;0.04;91.78;0.06;1.91;-1;
26;aac(6)-iv_ih;3;0;0;3;15.79;0.19;91.88;0.04;1.95;-1;
27;aac(6)-iv_ih;3;0;0;3;16.03;0.31;91.84;0.02;1.92;-1;
000NTC;aac(6)-iv_ih;1;0;0;1;16.21;;92.03;;1.92;-1;
GENO;aac(6)-iv_ih;2;0;0;2;20.99;2.73;91.67;0.02;1.9;-1;
25;aac(6)-iw;2;0;1;3;23.41;0.6;89.81;0.19;1.96;-1;MultipleMeltPeaks
26;aac(6)-iw;3;0;0;3;24.03;0.34;89.31;0.36;1.98;-1;
27;aac(6)-iw;1;0;2;3;23.53;;89.86;;2.01;-1;MultipleMeltPeaks
000NTC;aac(6)-iw;1;0;0;1;27.51;;91.48;;1.93;-1;
GENO;aac(6)-iw;1;0;1;2;23.16;;91.27;;1.89;-1;MultipleMeltPeaks
25;aac(6)-iz;3;0;0;3;14.33;0.02;91.73;0.1;1.97;-1;
26;aac(6)-iz;3;0;0;3;14.72;0.11;91.72;0.06;1.85;-1;
27;aac(6)-iz;3;0;0;3;14.24;0.2;91.59;0.11;1.73;-1;
000NTC;aac(6)-iz;1;0;0;1;15.12;;91.61;;1.88;-1;
GENO;aac(6)-iz;2;0;0;2;18.15;1.15;91.67;0.24;1.74;-1;
25;aacA43;1;0;2;3;21.28;;92.02;;1.59;-1;MultipleMeltPeaks
26;aacA43;3;0;0;3;23.36;0.9;92.77;0.36;1.84;-1;BadR2
27;aacA43;3;0;0;3;21.39;0.9;91.84;0.81;1.62;-1;
000NTC;aacA43;1;0;0;1;18.22;;89.62;;1.82;-1;
GENO;aacA43;2;0;0;2;19.41;1.17;92.28;0.57;1.59;-1;
25;aadA6;2;0;1;3;18.44;5.54E-03;91.44;0.27;1.89;-1;MultipleMeltPeaks
26;aadA6;3;0;0;3;18.81;0.19;91.35;0.21;1.88;-1;
27;aadA6;2;1;0;3;18.33;0.04;91.5;0.04;1.88;-1;ContainsOutlierReplicateCt
000NTC;aadA6;1;0;0;1;18.56;;91.95;;1.88;-1;
GENO;aadA6;2;0;0;2;22.87;2.33;91.07;1.1;1.92;-1;
25;aadA7;3;0;0;3;10.34;0.08;91.39;0.11;2.2;-1;
26;aadA7;2;0;1;3;10.86;0.12;91.84;6.04E-04;2.23;-1;
27;aadA7;3;0;0;3;10.36;0.11;91.19;0.14;2.07;-1;
000NTC;aadA7;1;0;0;1;15.15;;91.62;;1.87;-1;
GENO;aadA7;2;0;0;2;13.5;2.94;91.49;0.26;1.91;-1;
25;aadA10;2;1;0;3;16.09;0.74;92.05;0.12;1.99;-1;ContainsOutlierReplicateCt
26;aadA10;3;0;0;3;16.51;0.2;92.25;0.04;2.03;-1;
27;aadA10;3;0;0;3;16.17;0.24;91.99;0.09;2;-1;
000NTC;aadA10;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA10;2;0;0;2;20.79;2.67;92.64;0.91;1.86;-1;
25;aadA16;3;0;0;3;14.42;0.07;91.68;0.15;1.87;-1;
26;aadA16;2;0;1;3;15.27;0.07;91.6;0.23;2.12;-1;
27;aadA16;3;0;0;3;14.48;0.06;91.47;0.1;1.87;-1;
000NTC;aadA16;1;0;0;1;19.95;;91.92;;1.86;-1;
GENO;aadA16;2;0;0;2;17.44;2.81;91.49;0.09;1.85;-1;
25;aadA17;2;0;1;3;14.28;0.03;92.13;0.02;1.95;-1;MultipleMeltPeaks
26;aadA17;3;0;0;3;14.43;0.22;91.92;0.08;2.14;-1;
27;aadA17;3;0;0;3;13.92;0.43;91.91;0.04;1.85;-1;
000NTC;aadA17;1;0;0;1;14.2;;92.2;;1.81;-1;
GENO;aadA17;2;0;0;2;19.11;3.3;91.85;0.05;1.85;-1;
25;aadB;3;0;0;3;14.96;0.15;91.89;0.03;1.97;-1;
26;aadB;3;0;0;3;15.27;0.14;92.18;0.02;2.33;-1;BadR2
27;aadB;3;0;0;3;14.66;0.13;91.89;0.09;1.87;-1;
000NTC;aadB;1;0;0;1;19.25;;91.74;;1.83;-1;
GENO;aadB;2;0;0;2;15.96;1.06;91.58;0.05;1.86;-1;
25;ant4-ib;2;0;1;3;15.95;0.31;91.17;0.13;2.09;-1;
26;ant4-ib;2;0;1;3;16.1;0.11;91.27;0.1;1.92;-1;
27;ant4-ib;3;0;0;3;15.85;0.23;91.26;0.13;1.87;-1;
000NTC;ant4-ib;1;0;0;1;15.74;;91.29;;1.83;-1;
GENO;ant4-ib;2;0;0;2;20.91;3.27;90.71;0.61;1.88;-1;
25;ant6-ia;3;0;0;3;14.5;0.11;90.33;0.15;1.91;-1;
26;ant6-ia;3;0;0;3;15.38;0.29;91.15;0.28;2.45;-1;
27;ant6-ia;2;0;1;3;14.47;0.01;90.22;0.16;1.96;-1;MultipleMeltPeaks
000NTC;ant6-ia;1;0;0;1;19.18;;91.78;;1.86;-1;
GENO;ant6-ia;2;0;0;2;15.95;1.43;90.68;0.98;1.86;-1;
25;aph3-ib;3;0;0;3;12.14;0.08;91.3;0.07;2.14;-1;
26;aph3-ib;2;1;0;3;12.49;0.04;91.6;0.21;1.96;-1;ContainsOutlierReplicateCt
27;aph3-ib;3;0;0;3;12.67;0.29;91.15;0.14;2.16;-1;
000NTC;aph3-ib;1;0;0;1;12.78;;91.43;;2.09;-1;
GENO;aph3-ib;2;0;0;2;16.9;3.38;91.62;0.22;1.86;-1;
25;aph3-viia;0;0;3;3;;;;;;-1;NotInformative
26;aph3-viia;1;0;2;3;22;;91.93;;1.65;-1;
27;aph3-viia;0;0;3;3;;;;;;-1;NotInformative
000NTC;aph3-viia;0;0;1;1;;;;;;-1;NotInformative
GENO;aph3-viia;0;0;2;2;;;;;;-1;NotInformative
25;aph4-ia;2;0;1;3;20.43;0.35;90.82;0.15;1.76;-1;
26;aph4-ia;3;0;0;3;21.19;0.06;91.49;0.67;1.8;-1;
27;aph4-ia;0;0;3;3;;;;;;-1;NotInformative
000NTC;aph4-ia;0;0;1;1;;;;;;-1;NotInformative
GENO;aph4-ia;0;0;2;2;;;;;;-1;NotInformative
25;aph(3'')-ia;3;0;0;3;20.59;0.16;92.12;0.19;1.91;-1;
26;aph(3'')-ia;3;0;0;3;20.75;0.17;92.18;0.09;1.9;-1;
27;aph(3'')-ia;3;0;0;3;20.44;0.16;91.98;0.18;1.91;-1;
000NTC;aph(3'')-ia;1;0;0;1;23.52;;91.6;;1.96;-1;
GENO;aph(3'')-ia;2;0;0;2;25.14;5.72;84.42;10.7;1.91;-1;
25;apmA;2;0;1;3;20.8;0.32;89.61;0.32;2.06;-1;MultipleMeltPeaks
26;apmA;2;0;1;3;20.86;0.12;90.49;0.36;2.06;-1;MultipleMeltPeaks
27;apmA;2;1;0;3;20.01;0.06;90.09;0.01;2.07;-1;ContainsOutlierReplicateCt
000NTC;apmA;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;apmA;1;0;1;2;20.7;;89.78;;2.02;-1;MultipleMeltPeaks
25;aph_viii;3;0;0;3;18.18;0.2;91.31;0.13;1.91;-1;
26;aph_viii;3;0;0;3;18.48;0.1;91.97;0.13;1.94;-1;
27;aph_viii;3;0;0;3;18.35;0.13;91.58;0.45;1.92;-1;
000NTC;aph_viii;1;0;0;1;21.07;;91.74;;1.88;-1;
GENO;aph_viii;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
25;acc3-iva;3;0;0;3;13.66;0.2;90.88;0.02;1.83;-1;
26;acc3-iva;2;1;0;3;13.64;0.04;91.17;0.03;1.87;-1;ContainsOutlierReplicateCt
27;acc3-iva;2;1;0;3;13.67;0.05;91.08;0.13;1.94;-1;ContainsOutlierReplicateCt
000NTC;acc3-iva;1;0;0;1;16.03;;91.13;;1.86;-1;
GENO;acc3-iva;2;0;0;2;14.65;0.17;90.75;0.38;1.89;-1;
25;aac(6')I1;2;0;1;3;24.28;0.33;90.34;0.01;1.86;-1;MultipleMeltPeaks
26;aac(6')I1;2;0;1;3;24.42;0.06;91.33;0.56;1.99;-1;MultipleMeltPeaks
27;aac(6')I1;1;0;2;3;24.2;;90.49;;2;-1;MultipleMeltPeaks
000NTC;aac(6')I1;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;aac(6')I1;2;0;0;2;24.44;1.41;84.06;11.75;1.89;-1;
25;aac(6')-Iy;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
26;aac(6')-Iy;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
27;aac(6')-Iy;3;0;0;3;21.41;0.19;90.13;0.26;1.99;-1;
000NTC;aac(6')-Iy;1;0;0;1;23.16;;90.47;;1.92;-1;
GENO;aac(6')-Iy;1;0;1;2;21.84;;90.74;;1.9;-1;MultipleMeltPeaks
25;aph6ia;2;1;0;3;14.74;0.16;91.51;0.02;2.04;-1;ContainsOutlierReplicateCt
26;aph6ia;3;0;0;3;14.67;0.3;91.44;0.14;2.2;-1;
27;aph6ia;2;0;1;3;14.49;0.16;91.49;0.02;2.05;-1;
000NTC;aph6ia;1;0;0;1;17.94;;91.54;;1.9;-1;
GENO;aph6ia;1;0;1;2;15.06;;91.39;;2.05;-1;MultipleMeltPeaks
25;aac3-Via;2;1;0;3;10.92;0.15;91.35;0.14;2.05;-1;ContainsOutlierReplicateCt
26;aac3-Via;3;0;0;3;11.14;0.1;91.65;0.08;2.17;-1;
27;aac3-Via;3;0;0;3;10.75;0.05;91.62;0.09;2.04;-1;
000NTC;aac3-Via;1;0;0;1;13.2;;91.23;;1.82;-1;
GENO;aac3-Via;2;0;0;2;11.87;0.12;91.46;0.16;1.91;-1;
25;aph3-III;3;0;0;3;17.46;0.14;91.11;0.08;1.82;-1;
26;aph3-III;1;0;2;3;18.14;;91.42;;1.85;-1;
27;aph3-III;1;0;2;3;17.28;;90.92;;1.83;-1;
000NTC;aph3-III;1;0;0;1;20.57;;91.32;;1.86;-1;
GENO;aph3-III;2;0;0;2;22.4;5.71;90.77;1.04;1.89;-1;
25;ant6-ib;2;0;1;3;;18.25;;;;-1;NotInformative
26;ant6-ib;1;0;2;3;18.13;;91.73;;1.94;-1;
27;ant6-ib;3;0;0;3;17.37;0.28;90.87;0.09;1.94;-1;
000NTC;ant6-ib;1;0;0;1;19.82;;91;;1.86;-1;
GENO;ant6-ib;2;0;0;2;18.18;0.16;91.38;0.06;1.83;-1;
25;aac(3)-Xab;2;0;1;3;13.55;0.03;91.88;0.06;1.81;-1;
26;aac(3)-Xab;2;1;0;3;13.73;0.29;91.82;0.05;1.83;-1;ContainsOutlierReplicateCt
27;aac(3)-Xab;3;0;0;3;13.46;0.19;91.68;0.11;1.81;-1;
000NTC;aac(3)-Xab;1;0;0;1;16.66;;91.49;;1.81;-1;
GENO;aac(3)-Xab;2;0;0;2;;10.75;;;;-1;NotInformative
25;catB3;3;0;0;3;19.93;0.1;91.61;0.35;1.86;-1;
26;catB3;1;0;2;3;20.17;;91.83;;1.88;-1;
27;catB3;3;0;0;3;19.81;0.1;91.56;0.23;1.84;-1;
000NTC;catB3;1;0;0;1;22.32;;91.61;;1.85;-1;
GENO;catB3;2;0;0;2;20.39;0.25;91.38;1.06;1.85;-1;
25;catB8;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
26;catB8;2;0;1;3;21.16;1.83;84.75;9.44;1.96;-1;MultipleMeltPeaks
27;catB8;1;0;2;3;18.64;;90.68;;1.87;-1;MultipleMeltPeaks
000NTC;catB8;1;0;0;1;21.51;;91.76;;1.91;-1;
GENO;catB8;2;0;0;2;21.78;3.2;86.06;7.51;1.89;-1;
25;ceoA;2;0;1;3;16.36;0.14;91.41;0.21;1.87;-1;MultipleMeltPeaks
26;ceoA;3;0;0;3;16.87;0.61;92.24;0.38;2.14;-1;BadR2
27;ceoA;3;0;0;3;15.89;0.12;91.46;0.08;1.86;-1;
000NTC;ceoA;1;0;0;1;18.31;;91.79;;1.84;-1;
GENO;ceoA;2;0;0;2;16.87;0.15;91.34;0.2;1.85;-1;
25;cmlA1;3;0;0;3;17.34;0.21;91.56;0.04;2.01;-1;
