Sample;Assay;N;Outliers;Rejected;Total reps;Ct;Ct SD;Tm;Tm SD;Efficiency;Conc;Flags
000NTC;str;0;0;1;1;;;;;;-1;NotInformative
GENO;str;0;0;2;2;;;;;;-1;NotInformative
7;strA;0;0;3;3;;;;;;-1;NotInformative
8;strA;0;0;3;3;;;;;;-1;NotInformative
9;strA;0;0;3;3;;;;;;-1;NotInformative
000NTC;strA;0;0;1;1;;;;;;-1;NotInformative
GENO;strA;0;0;2;2;;;;;;-1;NotInformative
7;aac3ia;3;0;0;3;31.98;1.66;91.43;0.23;1.93;-1;
8;aac3ia;3;0;0;3;32.27;0.46;91.54;0.1;1.98;-1;
9;aac3ia;3;0;0;3;29.93;0.56;91.42;0.31;1.95;-1;
000NTC;aac3ia;0;0;1;1;;;;;;-1;NotInformative
GENO;aac3ia;0;0;2;2;;;;;;-1;NotInformative
7;aph4ib;2;0;1;3;26.05;0.65;91.35;0.09;1.98;-1;MultipleMeltPeaks
8;aph4ib;3;0;0;3;26.36;0.48;91.04;0.49;2;-1;
9;aph4ib;3;0;0;3;25.33;0.78;91.66;0.25;2;-1;
000NTC;aph4ib;0;0;1;1;;;;;;-1;NotInformative
GENO;aph4ib;0;0;2;2;;;;;;-1;NotInformative
7;aph3via;0;0;3;3;;;;;;-1;NotInformative
8;aph3via;0;0;3;3;;;;;;-1;NotInformative
9;aph3via;0;0;3;3;;;;;;-1;NotInformative
000NTC;aph3via;0;0;1;1;;;;;;-1;NotInformative
GENO;aph3via;0;0;2;2;;;;;;-1;NotInformative
7;aph6ic;2;0;1;3;29.57;2.1;91.14;0.13;1.96;-1;MultipleMeltPeaks
8;aph6ic;2;0;1;3;32.24;0.13;88.37;2.82;1.76;-1;MultipleMeltPeaks
9;aph6ic;2;0;1;3;30.37;1.24;88.75;1.13;1.91;-1;MultipleMeltPeaks
000NTC;aph6ic;0;0;1;1;;;;;;-1;NotInformative
GENO;aph6ic;0;0;2;2;;;;;;-1;NotInformative
7;ArmA;1;0;2;3;41.85;;72.86;;1.8;-1;MultipleMeltPeaks
8;ArmA;0;0;3;3;;;;;;-1;NotInformative
9;ArmA;0;0;3;3;;;;;;-1;NotInformative
000NTC;ArmA;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;ArmA;1;0;1;2;40.96;;72.45;;1.77;-1;MultipleMeltPeaks
7;spcN;3;0;0;3;26.89;0.92;89.22;0.9;1.92;-1;
8;spcN;2;0;1;3;27.31;0.06;88.79;0.01;1.9;-1;MultipleMeltPeaks
9;spcN;2;0;1;3;26.21;0.43;89.17;0.65;1.94;-1;MultipleMeltPeaks
000NTC;spcN;0;0;1;1;;;;;;-1;NotInformative
GENO;spcN;0;0;2;2;;;;;;-1;NotInformative
7;spec_aph;1;0;2;3;40.86;;87.56;;1.81;-1;
8;spec_aph;0;0;3;3;;;;;;-1;NotInformative
9;spec_aph;0;0;3;3;;;;;;-1;NotInformative
000NTC;spec_aph;0;0;1;1;;;;;;-1;NotInformative
GENO;spec_aph;0;0;2;2;;;;;;-1;NotInformative
7;aac(3)-ib;2;0;1;3;35.57;1.57;90.45;0.04;1.76;-1;MultipleMeltPeaks
8;aac(3)-ib;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
9;aac(3)-ib;2;0;1;3;31.9;1.58;92.23;0.02;1.83;-1;MultipleMeltPeaks
000NTC;aac(3)-ib;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(3)-ib;0;0;2;2;;;;;;-1;NotInformative
7;aac(3)-id_ie;0;0;3;3;;;;;;-1;NotInformative
8;aac(3)-id_ie;2;0;1;3;34.52;3.24;87.17;2.77;1.51;-1;
9;aac(3)-id_ie;1;0;2;3;36.85;;84.38;;1.92;-1;MultipleMeltPeaks
000NTC;aac(3)-id_ie;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(3)-id_ie;0;0;2;2;;;;;;-1;NotInformative
7;aac(3)-iid_iii_iif_iia_iie;3;0;0;3;29.9;1.28;87.28;0.95;1.66;-1;
8;aac(3)-iid_iii_iif_iia_iie;2;0;1;3;29.45;0.88;85.94;0.98;1.66;-1;MultipleMeltPeaks
9;aac(3)-iid_iii_iif_iia_iie;2;0;1;3;30.08;1.44;86.59;1.91;1.66;-1;MultipleMeltPeaks
000NTC;aac(3)-iid_iii_iif_iia_iie;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(3)-iid_iii_iif_iia_iie;2;0;0;2;37.45;9.68;79.15;3.76;1.94;-1;
7;aac(3)-xaa;3;0;0;3;37.32;1.52;85.25;6.19;1.61;-1;
8;aac(3)-xaa;1;0;2;3;38.53;;85.29;;1.62;-1;MultipleMeltPeaks
9;aac(3)-xaa;2;0;1;3;35.47;1.49;87.07;3.64;1.52;-1;MultipleMeltPeaks
000NTC;aac(3)-xaa;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(3)-xaa;0;0;2;2;;;;;;-1;NotInformative
7;Aac6-Aph2;2;0;1;3;37.88;1.31;81.8;0.28;1.9;-1;
8;Aac6-Aph2;0;0;3;3;;;;;;-1;NotInformative
9;Aac6-Aph2;0;0;3;3;;;;;;-1;NotInformative
000NTC;Aac6-Aph2;0;0;1;1;;;;;;-1;NotInformative
GENO;Aac6-Aph2;0;0;2;2;;;;;;-1;NotInformative
7;aac(6)-ig;3;0;0;3;36.94;1.9;75.85;0.28;1.81;-1;
8;aac(6)-ig;3;0;0;3;34.24;2.83;76.13;0.28;1.77;-1;
9;aac(6)-ig;2;1;0;3;32.18;1.01;76.39;0.05;1.82;-1;ContainsOutlierReplicateCt
000NTC;aac(6)-ig;1;0;0;1;29.26;;76.44;;1.82;-1;
GENO;aac(6)-ig;2;0;0;2;34;2.37;75.82;0.19;1.77;-1;
7;aac(6)-iic;1;0;2;3;40.36;;90.04;;1.62;-1;MultipleMeltPeaks
8;aac(6)-iic;2;0;1;3;38.7;0.8;89.86;0.92;1.69;-1;MultipleMeltPeaks
9;aac(6)-iic;1;0;2;3;34.69;;91.43;;1.74;-1;MultipleMeltPeaks
000NTC;aac(6)-iic;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-iic;0;0;2;2;;;;;;-1;NotInformative
7;aac(6)-ij;0;0;3;3;;;;;;-1;NotInformative
8;aac(6)-ij;0;0;3;3;;;;;;-1;NotInformative
9;aac(6)-ij;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6)-ij;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-ij;0;0;2;2;;;;;;-1;NotInformative
7;aac(6)-im;1;0;2;3;38.57;;88.38;;1.84;-1;
8;aac(6)-im;1;0;2;3;40.31;;87.85;;1.83;-1;MultipleMeltPeaks
9;aac(6)-im;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6)-im;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-im;0;0;2;2;;;;;;-1;NotInformative
7;aac(6)-ir;1;0;2;3;28.65;;89.35;;1.91;-1;MultipleMeltPeaks
8;aac(6)-ir;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
9;aac(6)-ir;3;0;0;3;29.32;0.86;90.12;0.3;1.93;-1;
000NTC;aac(6)-ir;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-ir;0;0;2;2;;;;;;-1;NotInformative
7;aac(6)-is_iu_ix;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
8;aac(6)-is_iu_ix;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
9;aac(6)-is_iu_ix;1;0;2;3;38.95;;87.23;;1.79;-1;MultipleMeltPeaks
000NTC;aac(6)-is_iu_ix;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;aac(6)-is_iu_ix;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
7;aac(6)-iv_ih;3;0;0;3;36.12;1.93;89.38;0.74;1.9;-1;
8;aac(6)-iv_ih;2;1;0;3;34.38;0.19;89.51;0.69;1.94;-1;ContainsOutlierReplicateCt
9;aac(6)-iv_ih;1;0;2;3;36.77;;89.5;;1.92;-1;MultipleMeltPeaks
000NTC;aac(6)-iv_ih;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-iv_ih;0;0;2;2;;;;;;-1;NotInformative
7;aac(6)-iw;1;0;2;3;30.44;;77.34;;1.93;-1;
8;aac(6)-iw;0;0;3;3;;;;;;-1;NotInformative
9;aac(6)-iw;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6)-iw;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-iw;1;0;1;2;43.9;;75.11;;1.9;-1;
7;aac(6)-iz;3;0;0;3;33.56;2.48;90.81;1.14;1.81;-1;
8;aac(6)-iz;3;0;0;3;34.1;2.1;90.81;1.85;1.76;-1;
9;aac(6)-iz;2;0;1;3;34.79;2.19;89.85;0.53;1.73;-1;MultipleMeltPeaks
000NTC;aac(6)-iz;1;0;0;1;33.18;;74.21;;1.4;-1;
GENO;aac(6)-iz;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
7;aacA43;2;1;0;3;40.3;0.04;84.09;6.43;1.72;-1;ContainsOutlierReplicateCt
8;aacA43;1;0;2;3;35.1;;77.29;;1.88;-1;
9;aacA43;1;0;2;3;42.92;;73.72;;1.66;-1;
000NTC;aacA43;0;0;1;1;;;;;;-1;NotInformative
GENO;aacA43;0;0;2;2;;;;;;-1;NotInformative
7;aadA6;2;0;1;3;39.61;2.5;85.48;2.78;1.84;-1;
8;aadA6;2;0;1;3;;10.06;;;;-1;NotInformative
9;aadA6;2;1;0;3;25.61;0.01;87.81;0.65;1.88;-1;ContainsOutlierReplicateCt
000NTC;aadA6;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA6;0;0;2;2;;;;;;-1;NotInformative
7;aadA7;2;1;0;3;27.1;0.16;89.42;0.13;1.95;-1;ContainsOutlierReplicateCt
8;aadA7;3;0;0;3;26.49;0.27;89.61;0.25;1.93;-1;
9;aadA7;2;1;0;3;25.49;6.78E-03;89.92;0.4;2.03;-1;ContainsOutlierReplicateCt
000NTC;aadA7;1;0;0;1;40.41;;71.32;;1.61;-1;
GENO;aadA7;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
7;aadA10;2;0;1;3;40.42;0.24;87.06;2.36;1.83;-1;
8;aadA10;2;0;1;3;39.44;0.31;90.48;1.98;1.77;-1;MultipleMeltPeaks
9;aadA10;1;0;2;3;38.56;;89.61;;1.82;-1;MultipleMeltPeaks
000NTC;aadA10;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA10;0;0;2;2;;;;;;-1;NotInformative
7;aadA16;1;0;2;3;37.54;;86.68;;1.74;-1;
8;aadA16;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
9;aadA16;1;0;2;3;33.99;;90.61;;1.85;-1;MultipleMeltPeaks
000NTC;aadA16;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA16;1;0;1;2;38.96;;76.84;;1.84;-1;
7;aadA17;3;0;0;3;34.17;2.32;89.33;1.05;1.84;-1;
8;aadA17;3;0;0;3;31.62;2.16;88.68;0.14;1.85;-1;
9;aadA17;3;0;0;3;33.14;2.62;88.78;0.13;1.85;-1;
000NTC;aadA17;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA17;0;0;2;2;;;;;;-1;NotInformative
7;aadB;1;0;2;3;40.31;;84.46;;1.76;-1;MultipleMeltPeaks
8;aadB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
9;aadB;2;1;0;3;30.3;0.19;90.2;0.97;1.93;-1;ContainsOutlierReplicateCt
000NTC;aadB;0;0;1;1;;;;;;-1;NotInformative
GENO;aadB;2;0;0;2;41.5;2.98;79.33;0.87;1.87;-1;
7;ant4-ib;1;0;2;3;35.99;;89.42;;1.83;-1;MultipleMeltPeaks
8;ant4-ib;2;0;1;3;32.65;2.11;83.58;2.41;1.79;-1;MultipleMeltPeaks
9;ant4-ib;2;0;1;3;38.06;2.32;87.36;1.28;1.77;-1;MultipleMeltPeaks
000NTC;ant4-ib;0;0;1;1;;;;;;-1;NotInformative
GENO;ant4-ib;0;0;2;2;;;;;;-1;NotInformative
7;ant6-ia;2;0;1;3;36.75;0.1;90.18;2.1;1.9;-1;MultipleMeltPeaks
8;ant6-ia;2;1;0;3;37.1;0.26;88.88;0.29;1.79;-1;ContainsOutlierReplicateCt
9;ant6-ia;1;0;2;3;33.1;;90.68;;1.85;-1;MultipleMeltPeaks
000NTC;ant6-ia;0;0;1;1;;;;;;-1;NotInformative
GENO;ant6-ia;0;0;2;2;;;;;;-1;NotInformative
7;aph3-ib;2;1;0;3;36.06;0.11;90.68;2.2;1.81;-1;ContainsOutlierReplicateCt
8;aph3-ib;1;0;2;3;33.1;;91.73;;1.82;-1;MultipleMeltPeaks
9;aph3-ib;3;0;0;3;30.63;0.83;90.29;0.25;1.85;-1;
000NTC;aph3-ib;0;0;1;1;;;;;;-1;NotInformative
GENO;aph3-ib;0;0;2;2;;;;;;-1;NotInformative
7;aph3-viia;0;0;3;3;;;;;;-1;NotInformative
8;aph3-viia;1;0;2;3;30.96;;76.69;;1.87;-1;
9;aph3-viia;0;0;3;3;;;;;;-1;NotInformative
000NTC;aph3-viia;0;0;1;1;;;;;;-1;NotInformative
GENO;aph3-viia;0;0;2;2;;;;;;-1;NotInformative
7;aph4-ia;1;0;2;3;41.04;;75.99;;1.68;-1;
8;aph4-ia;0;0;3;3;;;;;;-1;NotInformative
9;aph4-ia;1;0;2;3;40.79;;86.4;;1.67;-1;MultipleMeltPeaks
000NTC;aph4-ia;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;aph4-ia;1;0;1;2;40.64;;76.7;;1.71;-1;MultipleMeltPeaks
7;aph(3'')-ia;2;0;1;3;42.27;1.25;90.26;0.56;1.66;-1;MultipleMeltPeaks
8;aph(3'')-ia;3;0;0;3;39.84;0.51;90.69;0.19;1.68;-1;
9;aph(3'')-ia;2;0;1;3;40.45;2.18;90.47;0.27;1.71;-1;
000NTC;aph(3'')-ia;0;0;1;1;;;;;;-1;NotInformative
GENO;aph(3'')-ia;0;0;2;2;;;;;;-1;NotInformative
7;apmA;0;0;3;3;;;;;;-1;NotInformative
8;apmA;0;0;3;3;;;;;;-1;NotInformative
9;apmA;0;0;3;3;;;;;;-1;NotInformative
000NTC;apmA;1;0;0;1;35.18;;75.82;;1.81;-1;
GENO;apmA;2;0;0;2;36.74;2.59;75.28;0.51;1.74;-1;
7;aph_viii;0;0;3;3;;;;;;-1;NotInformative
8;aph_viii;0;0;3;3;;;;;;-1;NotInformative
9;aph_viii;0;0;3;3;;;;;;-1;NotInformative
000NTC;aph_viii;0;0;1;1;;;;;;-1;NotInformative
GENO;aph_viii;0;0;2;2;;;;;;-1;NotInformative
7;acc3-iva;1;0;2;3;32.9;;88.2;;1.72;-1;MultipleMeltPeaks
8;acc3-iva;2;0;1;3;32.94;0.92;79.45;0.16;1.75;-1;MultipleMeltPeaks
9;acc3-iva;1;0;2;3;33.2;;89.52;;1.78;-1;MultipleMeltPeaks
000NTC;acc3-iva;1;0;0;1;29.31;;81.28;;1.84;-1;
GENO;acc3-iva;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
7;aac(6')I1;0;0;3;3;;;;;;-1;NotInformative
8;aac(6')I1;0;0;3;3;;;;;;-1;NotInformative
9;aac(6')I1;1;0;2;3;35.96;;89.24;;1.83;-1;
000NTC;aac(6')I1;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6')I1;0;0;2;2;;;;;;-1;NotInformative
7;aac(6')-Iy;1;0;2;3;38.9;;89.79;;1.86;-1;
8;aac(6')-Iy;2;0;1;3;35;4.98;90.52;0.54;1.83;-1;
9;aac(6')-Iy;2;0;1;3;30.53;1.59;90.16;0.1;1.92;-1;MultipleMeltPeaks
000NTC;aac(6')-Iy;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6')-Iy;0;0;2;2;;;;;;-1;NotInformative
7;aph6ia;1;0;2;3;27.81;;91.18;;1.78;-1;MultipleMeltPeaks
8;aph6ia;1;0;2;3;27.92;;84.03;;1.72;-1;MultipleMeltPeaks
9;aph6ia;2;0;1;3;27.39;0.06;87.7;1.81;1.75;-1;MultipleMeltPeaks
000NTC;aph6ia;1;0;0;1;39.94;;76.62;;1.87;-1;
GENO;aph6ia;2;0;0;2;29.83;0.53;81.56;0.1;1.76;-1;
7;aac3-Via;3;0;0;3;20.58;0.11;89.79;0.04;1.99;-1;
8;aac3-Via;3;0;0;3;20.18;0.23;89.7;0.15;2.02;-1;
9;aac3-Via;3;0;0;3;20.1;0.16;89.45;0.16;2.01;-1;
000NTC;aac3-Via;0;0;1;1;;;;;;-1;NotInformative
GENO;aac3-Via;2;0;0;2;41.1;1.3;80.08;0.34;1.92;-1;
7;aph3-III;1;0;2;3;43.94;;88.56;;1.73;-1;
8;aph3-III;0;0;3;3;;;;;;-1;NotInformative
9;aph3-III;1;0;2;3;37.79;;88.72;;1.82;-1;
000NTC;aph3-III;0;0;1;1;;;;;;-1;NotInformative
GENO;aph3-III;0;0;2;2;;;;;;-1;NotInformative
7;ant6-ib;3;0;0;3;34.25;2.88;90.37;0.19;1.79;-1;
8;ant6-ib;3;0;0;3;35.14;3.16;90.34;0.32;1.71;-1;
9;ant6-ib;2;0;1;3;33.2;1.35;89.92;0.23;1.79;-1;MultipleMeltPeaks
000NTC;ant6-ib;0;0;1;1;;;;;;-1;NotInformative
GENO;ant6-ib;0;0;2;2;;;;;;-1;NotInformative
7;aac(3)-Xab;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
8;aac(3)-Xab;1;0;2;3;40.08;;78.31;;1.76;-1;
9;aac(3)-Xab;1;0;2;3;35.8;;87.93;;1.55;-1;MultipleMeltPeaks
000NTC;aac(3)-Xab;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(3)-Xab;0;0;2;2;;;;;;-1;NotInformative
7;catB3;2;0;1;3;40.9;3.56;86.71;4.19;1.78;-1;MultipleMeltPeaks
8;catB3;2;0;1;3;39.99;2.46;86.85;4.13;1.79;-1;
9;catB3;2;0;1;3;37.73;0.71;85.78;2.71;1.81;-1;MultipleMeltPeaks
000NTC;catB3;0;0;1;1;;;;;;-1;NotInformative
GENO;catB3;0;0;2;2;;;;;;-1;NotInformative
7;catB8;0;0;3;3;;;;;;-1;NotInformative
8;catB8;0;0;3;3;;;;;;-1;NotInformative
9;catB8;1;0;2;3;41.81;;87.49;;1.86;-1;
000NTC;catB8;0;0;1;1;;;;;;-1;NotInformative
GENO;catB8;0;0;2;2;;;;;;-1;NotInformative
7;ceoA;3;0;0;3;32.57;1.23;87.6;2.9;1.88;-1;
8;ceoA;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
9;ceoA;3;0;0;3;32.25;1.62;88.57;2.41;1.93;-1;
000NTC;ceoA;0;0;1;1;;;;;;-1;NotInformative
GENO;ceoA;0;0;2;2;;;;;;-1;NotInformative
7;cmlA1;3;0;0;3;34.43;3.08;90.52;0.64;1.92;-1;
8;cmlA1;2;0;1;3;31.29;1.31;90.28;0.1;1.86;-1;MultipleMeltPeaks
9;cmlA1;2;0;1;3;33.19;1.51;91.15;0.34;1.86;-1;MultipleMeltPeaks
000NTC;cmlA1;0;0;1;1;;;;;;-1;NotInformative
GENO;cmlA1;1;0;1;2;41.91;;76.49;;1.66;-1;MultipleMeltPeaks
7;cmx(A);1;0;2;3;36.89;;89.35;;1.83;-1;MultipleMeltPeaks
8;cmx(A);2;0;1;3;37;3.45;88.5;2.89;1.89;-1;MultipleMeltPeaks
9;cmx(A);3;0;0;3;35.81;4.85;85.44;2.71;1.83;-1;
000NTC;cmx(A);0;0;1;1;;;;;;-1;NotInformative
GENO;cmx(A);1;0;1;2;44.72;;77.39;;1.79;-1;
7;catA1;0;0;3;3;;;;;;-1;NotInformative
8;catA1;0;0;3;3;;;;;;-1;NotInformative
9;catA1;0;0;3;3;;;;;;-1;NotInformative
000NTC;catA1;0;0;1;1;;;;;;-1;NotInformative
GENO;catA1;0;0;2;2;;;;;;-1;NotInformative
7;qnrB-bob_resign;2;0;1;3;34.06;4.01;90.23;1.71;1.68;-1;MultipleMeltPeaks
8;qnrB-bob_resign;3;0;0;3;34.43;2.27;88.29;1.64;1.69;-1;
9;qnrB-bob_resign;2;0;1;3;38.85;4.33;87.09;1.63;1.72;-1;MultipleMeltPeaks
000NTC;qnrB-bob_resign;0;0;1;1;;;;;;-1;NotInformative
GENO;qnrB-bob_resign;1;0;1;2;39.81;;78.44;;1.86;-1;
7;cmlA5;3;0;0;3;34.66;1.54;90.58;0.17;1.78;-1;
8;cmlA5;2;0;1;3;32.55;0.98;91.16;0.94;1.82;-1;MultipleMeltPeaks
9;cmlA5;3;0;0;3;38.34;1.32;90.65;0.02;1.74;-1;
000NTC;cmlA5;0;0;1;1;;;;;;-1;NotInformative
GENO;cmlA5;0;0;2;2;;;;;;-1;NotInformative
7;floR;3;0;0;3;32.32;1.46;91.34;0.15;1.89;-1;
8;floR;1;0;2;3;30.94;;91.27;;1.89;-1;MultipleMeltPeaks
9;floR;2;0;1;3;31.04;1.69;90.87;0.14;1.9;-1;MultipleMeltPeaks
000NTC;floR;0;0;1;1;;;;;;-1;NotInformative
GENO;floR;0;0;2;2;;;;;;-1;NotInformative
7;vanC;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
8;vanC;2;0;1;3;39.54;2.66;83.88;1.68;1.78;-1;
9;vanC;2;0;1;3;38.49;0.44;86.21;7.07;1.85;-1;
000NTC;vanC;0;0;1;1;;;;;;-1;NotInformative
GENO;vanC;0;0;2;2;;;;;;-1;NotInformative
7;VanB;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
8;VanB;1;0;2;3;29.34;;90.01;;1.82;-1;MultipleMeltPeaks
9;VanB;1;0;2;3;28.5;;88.29;;1.9;-1;MultipleMeltPeaks
000NTC;VanB;0;0;1;1;;;;;;-1;NotInformative
GENO;VanB;0;0;2;2;;;;;;-1;NotInformative
7;vanD;0;0;3;3;;;;;;-1;NotInformative
8;vanD;0;0;3;3;;;;;;-1;NotInformative
