Sample;Assay;N;Outliers;Rejected;Total reps;Ct;Ct SD;Tm;Tm SD;Efficiency;Conc;Flags
GENO;aac(3)-id_ie;0;0;2;2;;;;;;-1;NotInformative
10;aac(3)-iid_iii_iif_iia_iie;1;0;2;3;25.01;;91.43;;1.97;-1;MultipleMeltPeaks
11;aac(3)-iid_iii_iif_iia_iie;2;0;1;3;28.61;0.86;91.44;0.04;1.86;-1;MultipleMeltPeaks
12;aac(3)-iid_iii_iif_iia_iie;3;0;0;3;28.17;0.93;87.16;1.35;1.72;-1;
000NTC;aac(3)-iid_iii_iif_iia_iie;1;0;0;1;33.02;;80.33;;1.82;-1;
GENO;aac(3)-iid_iii_iif_iia_iie;2;0;0;2;34.3;1.23;80.68;1.29;1.79;-1;
10;aac(3)-xaa;1;0;2;3;32.76;;89.02;;1.5;-1;MultipleMeltPeaks
11;aac(3)-xaa;1;0;2;3;36.59;;83.84;;1.74;-1;
12;aac(3)-xaa;1;0;2;3;36.72;;83.78;;1.78;-1;MultipleMeltPeaks
000NTC;aac(3)-xaa;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(3)-xaa;0;0;2;2;;;;;;-1;NotInformative
10;Aac6-Aph2;0;0;3;3;;;;;;-1;NotInformative
11;Aac6-Aph2;0;0;3;3;;;;;;-1;NotInformative
12;Aac6-Aph2;0;0;3;3;;;;;;-1;NotInformative
000NTC;Aac6-Aph2;0;0;1;1;;;;;;-1;NotInformative
GENO;Aac6-Aph2;0;0;2;2;;;;;;-1;NotInformative
10;aac(6)-ig;2;0;1;3;32.47;2.29;76.63;0.12;1.82;-1;
11;aac(6)-ig;3;0;0;3;35.14;5.34;76.07;0.89;1.8;-1;
12;aac(6)-ig;3;0;0;3;31.61;1.66;76.67;0.15;1.82;-1;
000NTC;aac(6)-ig;1;0;0;1;32.77;;76.18;;1.83;-1;
GENO;aac(6)-ig;2;0;0;2;30.61;1.46;76.48;0.15;1.81;-1;
10;aac(6)-iic;3;0;0;3;34.8;1.27;90.55;0.22;1.82;-1;
11;aac(6)-iic;1;0;2;3;33.1;;91.82;;1.86;-1;MultipleMeltPeaks
12;aac(6)-iic;2;0;1;3;35.77;2.14;90.3;0.17;1.76;-1;MultipleMeltPeaks
000NTC;aac(6)-iic;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-iic;0;0;2;2;;;;;;-1;NotInformative
10;aac(6)-ij;0;0;3;3;;;;;;-1;NotInformative
11;aac(6)-ij;0;0;3;3;;;;;;-1;NotInformative
12;aac(6)-ij;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6)-ij;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-ij;0;0;2;2;;;;;;-1;NotInformative
10;aac(6)-im;0;0;3;3;;;;;;-1;NotInformative
11;aac(6)-im;0;0;3;3;;;;;;-1;NotInformative
12;aac(6)-im;1;0;2;3;38.12;;84.02;;1.86;-1;
000NTC;aac(6)-im;1;0;0;1;43.04;;73.31;;1.86;-1;
GENO;aac(6)-im;1;0;1;2;34.54;;75.26;;1.89;-1;
10;aac(6)-ir;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
11;aac(6)-ir;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
12;aac(6)-ir;2;0;1;3;28.11;2.15;90.32;1.53;1.93;-1;MultipleMeltPeaks
000NTC;aac(6)-ir;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-ir;0;0;2;2;;;;;;-1;NotInformative
10;aac(6)-is_iu_ix;1;0;2;3;33.79;;91.28;;1.83;-1;MultipleMeltPeaks
11;aac(6)-is_iu_ix;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
12;aac(6)-is_iu_ix;1;0;2;3;33.39;;90.22;;1.77;-1;MultipleMeltPeaks
000NTC;aac(6)-is_iu_ix;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;aac(6)-is_iu_ix;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
10;aac(6)-iv_ih;1;0;2;3;29.62;;90.37;;1.98;-1;MultipleMeltPeaks
11;aac(6)-iv_ih;3;0;0;3;34.59;2.72;88.16;0.67;1.92;-1;
12;aac(6)-iv_ih;2;0;1;3;35.58;3.99;87.77;0.69;1.84;-1;MultipleMeltPeaks
000NTC;aac(6)-iv_ih;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-iv_ih;0;0;2;2;;;;;;-1;NotInformative
10;aac(6)-iw;0;0;3;3;;;;;;-1;NotInformative
11;aac(6)-iw;0;0;3;3;;;;;;-1;NotInformative
12;aac(6)-iw;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6)-iw;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6)-iw;0;0;2;2;;;;;;-1;NotInformative
10;aac(6)-iz;3;0;0;3;29.43;0.19;89.72;0.59;1.9;-1;
11;aac(6)-iz;2;0;1;3;31.39;0.8;90.09;0.67;1.7;-1;MultipleMeltPeaks
12;aac(6)-iz;3;0;0;3;30.93;0.31;87.12;6.11;1.76;-1;
000NTC;aac(6)-iz;1;0;0;1;35.02;;74.24;;1.45;-1;
GENO;aac(6)-iz;1;0;1;2;37.57;;73.28;;1.37;-1;
10;aacA43;2;0;1;3;39.04;1.08;75.67;0.26;1.74;-1;
11;aacA43;2;0;1;3;37.2;0.41;81.5;8.18;1.79;-1;MultipleMeltPeaks
12;aacA43;0;0;3;3;;;;;;-1;NotInformative
000NTC;aacA43;0;0;1;1;;;;;;-1;NotInformative
GENO;aacA43;0;0;2;2;;;;;;-1;NotInformative
10;aadA6;1;0;2;3;41.12;;86.29;;1.86;-1;MultipleMeltPeaks
11;aadA6;2;1;0;3;37.12;0.29;86.42;0.05;1.86;-1;ContainsOutlierReplicateCt
12;aadA6;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;aadA6;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA6;0;0;2;2;;;;;;-1;NotInformative
10;aadA7;3;0;0;3;24.11;0.85;89.81;0.25;1.8;-1;
11;aadA7;3;0;0;3;23.48;0.28;89.83;0.12;1.66;-1;
12;aadA7;2;0;1;3;25.4;0.98;90.13;0.13;1.61;-1;
000NTC;aadA7;1;0;0;1;37.35;;72.38;;1.44;-1;
GENO;aadA7;0;0;2;2;;;;;;-1;NotInformative
10;aadA10;3;0;0;3;33.78;0.3;92.05;0.5;1.83;-1;
11;aadA10;1;0;2;3;34.18;;91.15;;1.8;-1;MultipleMeltPeaks
12;aadA10;3;0;0;3;35.27;3.26;91.62;1.13;1.82;-1;
000NTC;aadA10;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA10;0;0;2;2;;;;;;-1;NotInformative
10;aadA16;2;0;1;3;28.24;2.51;89.34;1.48;1.89;-1;MultipleMeltPeaks
11;aadA16;3;0;0;3;28.99;1.11;89.54;0.62;1.87;-1;
12;aadA16;1;0;2;3;32.02;;89.8;;1.76;-1;MultipleMeltPeaks
000NTC;aadA16;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA16;0;0;2;2;;;;;;-1;NotInformative
10;aadA17;2;0;1;3;28.74;1.82;90.18;0.79;1.9;-1;MultipleMeltPeaks
11;aadA17;2;1;0;3;26.4;0.56;91.97;0.06;1.78;-1;ContainsOutlierReplicateCt
12;aadA17;3;0;0;3;29.93;2.06;91.03;0.02;1.83;-1;
000NTC;aadA17;0;0;1;1;;;;;;-1;NotInformative
GENO;aadA17;0;0;2;2;;;;;;-1;NotInformative
10;aadB;3;0;0;3;29.1;1.3;90.73;0.54;1.94;-1;
11;aadB;2;0;1;3;27.27;0.21;91.16;0.24;1.95;-1;MultipleMeltPeaks
12;aadB;3;0;0;3;29.56;0.95;89.24;1.89;1.9;-1;
000NTC;aadB;0;0;1;1;;;;;;-1;NotInformative
GENO;aadB;0;0;2;2;;;;;;-1;NotInformative
10;ant4-ib;2;0;1;3;33.03;3.93;90.65;2.45;1.83;-1;MultipleMeltPeaks
11;ant4-ib;2;0;1;3;32.66;8.26;88.23;3.67;1.99;-1;MultipleMeltPeaks
12;ant4-ib;3;0;0;3;33.47;5.03;87.13;1.69;1.84;-1;
000NTC;ant4-ib;0;0;1;1;;;;;;-1;NotInformative
GENO;ant4-ib;0;0;2;2;;;;;;-1;NotInformative
10;ant6-ia;2;0;1;3;30.07;1.88;88.04;2.35;1.93;-1;MultipleMeltPeaks
11;ant6-ia;1;0;2;3;31.06;;88.78;;1.95;-1;MultipleMeltPeaks
12;ant6-ia;2;0;1;3;36.48;1.09;86.65;0.89;1.81;-1;MultipleMeltPeaks
000NTC;ant6-ia;0;0;1;1;;;;;;-1;NotInformative
GENO;ant6-ia;0;0;2;2;;;;;;-1;NotInformative
10;aph3-ib;2;0;1;3;25.22;0.21;90.26;0.17;1.89;-1;MultipleMeltPeaks
11;aph3-ib;3;0;0;3;23.78;0.88;89.72;0.03;1.9;-1;
12;aph3-ib;3;0;0;3;24.6;1.43;90.46;0.12;1.88;-1;
000NTC;aph3-ib;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;aph3-ib;2;0;0;2;35.36;3.93;91.85;0.15;1.84;-1;
10;aph3-viia;2;0;1;3;30.59;0.72;88.35;3.21;1.89;-1;MultipleMeltPeaks
11;aph3-viia;1;0;2;3;34.46;;89.3;;1.86;-1;MultipleMeltPeaks
12;aph3-viia;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;aph3-viia;0;0;1;1;;;;;;-1;NotInformative
GENO;aph3-viia;0;0;2;2;;;;;;-1;NotInformative
10;aph4-ia;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
11;aph4-ia;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
12;aph4-ia;1;0;2;3;43.15;;75.13;;1.52;-1;MultipleMeltPeaks
000NTC;aph4-ia;0;0;1;1;;;;;;-1;MultipleMeltPeaks, NotInformative
GENO;aph4-ia;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
10;aph(3'')-ia;1;0;2;3;38.8;;82.64;;2;-1;
11;aph(3'')-ia;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
12;aph(3'')-ia;1;0;2;3;43.69;;89.47;;1.68;-1;
000NTC;aph(3'')-ia;0;0;1;1;;;;;;-1;NotInformative
GENO;aph(3'')-ia;0;0;2;2;;;;;;-1;NotInformative
10;apmA;1;0;2;3;28.71;;76.17;;1.8;-1;
11;apmA;0;0;3;3;;;;;;-1;NotInformative
12;apmA;1;0;2;3;34.93;;75.63;;1.77;-1;
000NTC;apmA;0;0;1;1;;;;;;-1;NotInformative
GENO;apmA;0;0;2;2;;;;;;-1;NotInformative
10;aph_viii;3;0;0;3;39.19;3.62;86.57;0.07;1.83;-1;
11;aph_viii;2;0;1;3;41.11;1.23;86.59;0.02;1.84;-1;
12;aph_viii;2;0;1;3;33.51;1.13;86.68;8.94E-03;1.88;-1;
000NTC;aph_viii;0;0;1;1;;;;;;-1;NotInformative
GENO;aph_viii;0;0;2;2;;;;;;-1;NotInformative
10;acc3-iva;1;0;2;3;29.96;;84.61;;1.74;-1;MultipleMeltPeaks
11;acc3-iva;1;0;2;3;30.22;;88.4;;1.92;-1;MultipleMeltPeaks
12;acc3-iva;1;0;2;3;29.92;;84.11;;1.85;-1;MultipleMeltPeaks
000NTC;acc3-iva;1;0;0;1;35.93;;78.7;;1.84;-1;
GENO;acc3-iva;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
10;aac(6')I1;0;0;3;3;;;;;;-1;NotInformative
11;aac(6')I1;0;0;3;3;;;;;;-1;NotInformative
12;aac(6')I1;0;0;3;3;;;;;;-1;NotInformative
000NTC;aac(6')I1;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6')I1;0;0;2;2;;;;;;-1;NotInformative
10;aac(6')-Iy;1;0;2;3;37.67;;85.66;;1.81;-1;MultipleMeltPeaks
11;aac(6')-Iy;2;0;1;3;33.42;1.25;89.26;0.08;1.83;-1;MultipleMeltPeaks
12;aac(6')-Iy;2;0;1;3;38.1;2.84;85.62;2.98E-03;1.8;-1;MultipleMeltPeaks
000NTC;aac(6')-Iy;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(6')-Iy;0;0;2;2;;;;;;-1;NotInformative
10;aph6ia;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
11;aph6ia;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
12;aph6ia;2;1;0;3;27.15;0.02;88.12;1.75;1.82;-1;ContainsOutlierReplicateCt
000NTC;aph6ia;1;0;0;1;28.1;;81.94;;1.79;-1;
GENO;aph6ia;2;0;0;2;31.57;4.34;84.59;0.16;1.76;-1;
10;aac3-Via;3;0;0;3;18.94;0.43;91.65;0.13;1.89;-1;
11;aac3-Via;3;0;0;3;20.02;0.18;91.08;0.04;2.02;-1;
12;aac3-Via;3;0;0;3;20.54;0.52;90.98;0.33;1.96;-1;
000NTC;aac3-Via;1;0;0;1;34.48;;81.16;;1.79;-1;
GENO;aac3-Via;1;0;1;2;37.29;;82.49;;1.76;-1;
10;aph3-III;2;0;1;3;38.94;5.12;88.21;2.1;1.73;-1;MultipleMeltPeaks
11;aph3-III;2;0;1;3;39.82;1.03;91.16;0.44;1.71;-1;
12;aph3-III;2;0;1;3;38.53;1.5;88.32;2.74;1.81;-1;MultipleMeltPeaks
000NTC;aph3-III;0;0;1;1;;;;;;-1;NotInformative
GENO;aph3-III;0;0;2;2;;;;;;-1;NotInformative
10;ant6-ib;3;0;0;3;30.52;1.51;90.96;0.15;1.85;-1;
11;ant6-ib;2;0;1;3;31.12;2.15;90.6;0.8;1.83;-1;MultipleMeltPeaks
12;ant6-ib;3;0;0;3;29.54;0.63;90.62;0.33;1.89;-1;
000NTC;ant6-ib;0;0;1;1;;;;;;-1;NotInformative
GENO;ant6-ib;0;0;2;2;;;;;;-1;NotInformative
10;aac(3)-Xab;2;0;1;3;34.23;0.71;86.4;3.97;1.68;-1;
11;aac(3)-Xab;1;0;2;3;40.21;;77.91;;1.72;-1;
12;aac(3)-Xab;1;0;2;3;35.79;;90.53;;1.42;-1;MultipleMeltPeaks
000NTC;aac(3)-Xab;0;0;1;1;;;;;;-1;NotInformative
GENO;aac(3)-Xab;0;0;2;2;;;;;;-1;NotInformative
10;catB3;2;0;1;3;37.06;1.74;86.57;4.44;1.82;-1;MultipleMeltPeaks
11;catB3;2;0;1;3;37.73;2.75;91.62;0.01;1.71;-1;
12;catB3;0;0;3;3;;;;;;-1;MultipleMeltPeaks, NotInformative
000NTC;catB3;0;0;1;1;;;;;;-1;NotInformative
GENO;catB3;0;0;2;2;;;;;;-1;NotInformative
10;catB8;0;0;3;3;;;;;;-1;NotInformative
11;catB8;0;0;3;3;;;;;;-1;NotInformative
12;catB8;0;0;3;3;;;;;;-1;NotInformative
000NTC;catB8;0;0;1;1;;;;;;-1;NotInformative
GENO;catB8;0;0;2;2;;;;;;-1;NotInformative
10;ceoA;3;0;0;3;28.28;0.24;90.1;0.3;2;-1;
11;ceoA;3;0;0;3;23.01;0.3;89.47;0.34;1.96;-1;
12;ceoA;2;0;1;3;24.59;0.58;89.01;0.51;1.96;-1;MultipleMeltPeaks
000NTC;ceoA;1;0;0;1;36.91;;89.44;;1.87;-1;
GENO;ceoA;0;0;2;2;;;;;;-1;NotInformative
10;cmlA1;2;0;1;3;31.43;0.06;89.93;1.82;1.91;-1;MultipleMeltPeaks
11;cmlA1;2;0;1;3;33.6;1.29;91.13;1.81;1.88;-1;MultipleMeltPeaks
12;cmlA1;2;0;1;3;36.55;5.59;82.62;7.8;1.77;-1;MultipleMeltPeaks
000NTC;cmlA1;0;0;1;1;;;;;;-1;NotInformative
GENO;cmlA1;0;0;2;2;;;;;;-1;MultipleMeltPeaks, NotInformative
10;cmx(A);2;1;0;3;32.45;0.19;86.73;4.77;1.89;-1;ContainsOutlierReplicateCt
11;cmx(A);1;0;2;3;30.59;;83.18;;1.89;-1;MultipleMeltPeaks
12;cmx(A);2;0;1;3;34.11;0.06;85.27;3.29;1.85;-1;MultipleMeltPeaks
000NTC;cmx(A);0;0;1;1;;;;;;-1;NotInformative
GENO;cmx(A);0;0;2;2;;;;;;-1;NotInformative
10;catA1;0;0;3;3;;;;;;-1;NotInformative
11;catA1;0;0;3;3;;;;;;-1;NotInformative
12;catA1;0;0;3;3;;;;;;-1;NotInformative
000NTC;catA1;0;0;1;1;;;;;;-1;NotInformative
GENO;catA1;0;0;2;2;;;;;;-1;NotInformative
10;qnrB-bob_resign;2;0;1;3;30.86;0.39;90.88;1.25;1.78;-1;MultipleMeltPeaks
11;qnrB-bob_resign;1;0;2;3;29.9;;91.03;;1.78;-1;MultipleMeltPeaks
12;qnrB-bob_resign;2;0;1;3;32.87;7.5;89.96;1.87;1.73;-1;MultipleMeltPeaks
000NTC;qnrB-bob_resign;0;0;1;1;;;;;;-1;NotInformative
GENO;qnrB-bob_resign;1;0;1;2;38.56;;78.89;;1.85;-1;
10;cmlA5;2;0;1;3;34.73;2.27;89.42;2.2;1.86;-1;MultipleMeltPeaks
11;cmlA5;2;0;1;3;35.68;0.25;88.59;0.43;1.83;-1;MultipleMeltPeaks
12;cmlA5;2;0;1;3;38.14;0.28;87.95;0.09;1.85;-1;MultipleMeltPeaks
000NTC;cmlA5;1;0;0;1;36.27;;76.52;;1.77;-1;
GENO;cmlA5;0;0;2;2;;;;;;-1;NotInformative
10;floR;2;0;1;3;30.51;0.46;91.7;0.22;1.86;-1;MultipleMeltPeaks
11;floR;2;0;1;3;36.85;3.1;90.97;1.14;1.85;-1;MultipleMeltPeaks
12;floR;3;0;0;3;35.6;4.09;91.24;0.36;1.86;-1;
000NTC;floR;0;0;1;1;;;;;;-1;NotInformative
GENO;floR;0;0;2;2;;;;;;-1;NotInformative
10;vanC;2;0;1;3;35.13;2.96;85.5;0.45;1.84;-1;MultipleMeltPeaks
11;vanC;2;1;0;3;37.73;0.19;87.65;3.91;1.82;-1;ContainsOutlierReplicateCt
